"LearningEventID","EmployeeID","CourseID","CompletionDate","LearningHours","CompletionStatus","CourseName","CourseCategory"
"L109743_2",109743,5,2023-02-24,1.3,"Completed","Advanced Excel","Technical"
"L109743_3",109743,3,2024-01-27,11.1,"Completed","Manager Essentials","Leadership"
"L102060_1",102060,11,2022-02-12,8.7,"Completed","Finance for Managers","Business"
"L102060_2",102060,8,2022-04-30,5.3,"Completed","Customer Experience","Business"
"L102060_3",102060,10,2022-05-09,11,"Completed","HR Compliance","Compliance"
"L102060_4",102060,3,2023-02-03,0.9,"Completed","Manager Essentials","Leadership"
"L102060_5",102060,9,2025-04-24,10.3,"Completed","Sales Negotiation","Business"
"L102060_6",102060,6,2025-12-08,12,"Completed","Power BI Foundations","Technical"
"L109511_1",109511,6,2022-05-18,7.6,"Completed","Power BI Foundations","Technical"
"L109511_2",109511,10,2023-05-07,6.2,"Completed","HR Compliance","Compliance"
"L109511_3",109511,2,2023-05-20,10.8,"Completed","Security Awareness","Compliance"
"L101044_1",101044,11,2022-04-18,8.2,"Completed","Finance for Managers","Business"
"L101044_2",101044,5,2023-05-20,1.1,"Completed","Advanced Excel","Technical"
"L101044_3",101044,6,2023-06-16,2,"Completed","Power BI Foundations","Technical"
"L101044_4",101044,4,2025-01-07,4.2,"Completed","Inclusive Leadership","Leadership"
"L101044_5",101044,1,2025-05-13,1.3,"Completed","Code of Conduct","Compliance"
"L101044_6",101044,10,2025-06-12,5,"Completed","HR Compliance","Compliance"
"L104586_1",104586,4,2021-03-14,3.7,"Completed","Inclusive Leadership","Leadership"
"L104586_2",104586,7,2022-05-04,1.4,"Completed","Project Management Basics","Business"
"L103367_1",103367,5,2020-12-03,10.6,"Completed","Advanced Excel","Technical"
"L103367_2",103367,12,2021-12-10,1,"Completed","Data Literacy","Technical"
"L103367_3",103367,1,2022-07-05,9.3,"Completed","Code of Conduct","Compliance"
"L103367_4",103367,11,2022-09-27,9.9,"Completed","Finance for Managers","Business"
"L105744_1",105744,4,2020-07-15,4.1,"Completed","Inclusive Leadership","Leadership"
"L105744_2",105744,1,2022-08-07,8.4,"Completed","Code of Conduct","Compliance"
"L105744_3",105744,6,2024-06-10,8.5,"Completed","Power BI Foundations","Technical"
"L105356_1",105356,11,2020-09-04,6.5,"Completed","Finance for Managers","Business"
"L105356_2",105356,10,2020-10-13,6.2,"Completed","HR Compliance","Compliance"
"L105356_3",105356,4,2021-11-12,11.8,"Completed","Inclusive Leadership","Leadership"
"L105356_4",105356,3,2022-05-22,1.7,"Completed","Manager Essentials","Leadership"
"L105356_5",105356,7,2023-10-21,11.9,"Completed","Project Management Basics","Business"
"L105356_6",105356,12,2025-09-06,3.7,"Completed","Data Literacy","Technical"
"L102881_1",102881,12,2022-01-16,0.7,"Completed","Data Literacy","Technical"
"L102881_2",102881,6,2024-05-27,6,"Completed","Power BI Foundations","Technical"
"L102881_3",102881,8,2024-12-02,10.9,"Completed","Customer Experience","Business"
"L102881_4",102881,7,2025-05-26,1.3,"Completed","Project Management Basics","Business"
"L108434_1",108434,10,2020-07-16,7.4,"Completed","HR Compliance","Compliance"
"L108434_2",108434,9,2021-04-28,9.1,"Completed","Sales Negotiation","Business"
"L108434_3",108434,7,2024-12-24,4.6,"Completed","Project Management Basics","Business"
"L108608_1",108608,6,2021-06-07,10.3,"Completed","Power BI Foundations","Technical"
"L108608_2",108608,10,2025-06-20,1.5,"Completed","HR Compliance","Compliance"
"L108608_3",108608,7,2025-07-13,5.2,"Completed","Project Management Basics","Business"
"L108608_4",108608,8,2025-09-18,4.7,"Completed","Customer Experience","Business"
"L109207_1",109207,1,2020-10-09,9.9,"Completed","Code of Conduct","Compliance"
"L109207_2",109207,3,2022-12-24,2.3,"Completed","Manager Essentials","Leadership"
"L109207_3",109207,5,2025-04-12,6.3,"Completed","Advanced Excel","Technical"
"L109207_4",109207,11,2025-08-29,1.6,"Completed","Finance for Managers","Business"
"L109189_1",109189,11,2021-03-23,2,"Completed","Finance for Managers","Business"
"L105196_1",105196,10,2021-02-13,3.4,"Completed","HR Compliance","Compliance"
"L105196_2",105196,9,2021-03-30,2.9,"Completed","Sales Negotiation","Business"
"L105196_3",105196,7,2021-05-22,9.9,"Completed","Project Management Basics","Business"
"L105196_4",105196,1,2022-05-16,1,"Completed","Code of Conduct","Compliance"
"L105196_5",105196,6,2023-01-01,2,"Completed","Power BI Foundations","Technical"
"L105196_6",105196,4,2023-09-17,6.7,"Completed","Inclusive Leadership","Leadership"
"L107511_1",107511,1,2021-02-27,2.3,"Completed","Code of Conduct","Compliance"
"L107511_2",107511,8,2021-12-06,5.9,"Completed","Customer Experience","Business"
"L107511_3",107511,11,2022-08-17,3.6,"Completed","Finance for Managers","Business"
"L102325_1",102325,7,2021-11-02,5.5,"Completed","Project Management Basics","Business"
"L102325_2",102325,3,2021-12-29,7.3,"Completed","Manager Essentials","Leadership"
"L102325_3",102325,11,2022-09-18,4.3,"Completed","Finance for Managers","Business"
"L102325_4",102325,5,2023-10-23,9.3,"Completed","Advanced Excel","Technical"
"L104859_1",104859,10,2022-01-19,5.8,"Completed","HR Compliance","Compliance"
"L104859_2",104859,6,2022-04-04,9.2,"Completed","Power BI Foundations","Technical"
"L102444_1",102444,6,2021-12-01,3.7,"Completed","Power BI Foundations","Technical"
"L102444_2",102444,3,2022-08-09,1.4,"Completed","Manager Essentials","Leadership"
"L102444_3",102444,8,2023-08-12,1.5,"Completed","Customer Experience","Business"
"L102444_4",102444,10,2024-06-03,1.3,"Completed","HR Compliance","Compliance"
"L108624_1",108624,8,2021-06-13,2,"Completed","Customer Experience","Business"
"L108624_2",108624,4,2024-05-02,9.1,"Completed","Inclusive Leadership","Leadership"
"L108624_3",108624,2,2025-02-07,4.5,"Completed","Security Awareness","Compliance"
"L108624_4",108624,11,2025-06-09,8,"Completed","Finance for Managers","Business"
"L105478_1",105478,11,2022-10-30,10.6,"Completed","Finance for Managers","Business"
"L105478_2",105478,4,2023-07-25,2.6,"Completed","Inclusive Leadership","Leadership"
"L105478_3",105478,9,2024-04-27,10.2,"Completed","Sales Negotiation","Business"
"L108193_1",108193,1,2025-12-13,2.1,"Completed","Code of Conduct","Compliance"
"L107870_1",107870,5,2020-10-21,10.5,"Completed","Advanced Excel","Technical"
"L107870_2",107870,7,2023-06-03,7.4,"Completed","Project Management Basics","Business"
"L104805_1",104805,9,2022-08-09,6.1,"Completed","Sales Negotiation","Business"
"L104805_2",104805,7,2024-07-12,1.2,"Completed","Project Management Basics","Business"
"L102472_1",102472,11,2021-11-02,1.1,"Completed","Finance for Managers","Business"
"L102472_2",102472,1,2022-04-10,6.7,"Completed","Code of Conduct","Compliance"
"L102472_3",102472,8,2024-08-20,5.9,"Completed","Customer Experience","Business"
"L102472_4",102472,7,2024-08-29,4.3,"Completed","Project Management Basics","Business"
"L108606_1",108606,4,2023-08-20,2,"Completed","Inclusive Leadership","Leadership"
"L108606_2",108606,9,2023-12-19,5.4,"Completed","Sales Negotiation","Business"
"L108606_3",108606,1,2024-09-05,11.2,"Completed","Code of Conduct","Compliance"
"L108606_4",108606,7,2025-02-19,9.6,"Completed","Project Management Basics","Business"
"L108606_5",108606,8,2025-04-17,8.3,"Completed","Customer Experience","Business"
"L109165_1",109165,1,2022-01-24,5.3,"Completed","Code of Conduct","Compliance"
"L109165_2",109165,2,2022-09-08,3.8,"Completed","Security Awareness","Compliance"
"L109165_3",109165,3,2024-01-15,2.2,"Completed","Manager Essentials","Leadership"
"L108747_1",108747,8,2022-08-30,2.5,"Completed","Customer Experience","Business"
"L108747_2",108747,4,2025-05-31,6.2,"Completed","Inclusive Leadership","Leadership"
"L108747_3",108747,2,2025-06-08,3.1,"Completed","Security Awareness","Compliance"
"L100985_1",100985,8,2026-02-01,5.2,"Completed","Customer Experience","Business"
"L100292_1",100292,5,2023-03-23,3.9,"Completed","Advanced Excel","Technical"
"L100292_2",100292,9,2025-02-19,2.1,"Completed","Sales Negotiation","Business"
"L100292_3",100292,12,2025-04-26,9.7,"Completed","Data Literacy","Technical"
"L109217_1",109217,12,2022-10-03,1.2,"Completed","Data Literacy","Technical"
"L109217_2",109217,4,2024-02-17,8.2,"Completed","Inclusive Leadership","Leadership"
"L101466_1",101466,1,2022-09-09,2.4,"Completed","Code of Conduct","Compliance"
"L101466_2",101466,6,2023-01-09,3.5,"Completed","Power BI Foundations","Technical"
"L101466_3",101466,12,2024-04-25,10.9,"Completed","Data Literacy","Technical"
"L101466_4",101466,8,2024-11-07,9.4,"Completed","Customer Experience","Business"
"L102785_1",102785,9,2022-10-13,4,"Completed","Sales Negotiation","Business"
"L102785_2",102785,11,2023-06-28,2.6,"Completed","Finance for Managers","Business"
"L107066_1",107066,12,2022-08-25,5.5,"Completed","Data Literacy","Technical"
"L107066_2",107066,1,2024-03-26,9.4,"Completed","Code of Conduct","Compliance"
"L107066_3",107066,10,2024-11-04,8,"Completed","HR Compliance","Compliance"
"L107066_4",107066,7,2025-01-27,8.3,"Completed","Project Management Basics","Business"
"L105654_1",105654,2,2023-11-08,8.2,"Completed","Security Awareness","Compliance"
"L107618_1",107618,3,2022-03-21,2.8,"Completed","Manager Essentials","Leadership"
"L107618_2",107618,4,2022-04-23,8.6,"Completed","Inclusive Leadership","Leadership"
"L107618_3",107618,10,2024-01-17,9.8,"Completed","HR Compliance","Compliance"
"L107618_4",107618,6,2025-02-07,2.7,"Completed","Power BI Foundations","Technical"
"L109748_1",109748,6,2025-04-02,1.3,"Completed","Power BI Foundations","Technical"
"L109748_2",109748,10,2025-05-23,2.7,"Completed","HR Compliance","Compliance"
"L108924_1",108924,10,2022-09-02,7.2,"Completed","HR Compliance","Compliance"
"L108924_2",108924,5,2022-12-01,3.5,"Completed","Advanced Excel","Technical"
"L108924_3",108924,2,2023-03-09,8,"Completed","Security Awareness","Compliance"
"L108924_4",108924,8,2024-06-15,6.7,"Completed","Customer Experience","Business"
"L108924_5",108924,7,2025-01-02,10.7,"Completed","Project Management Basics","Business"
"L108924_6",108924,3,2025-05-06,10.8,"Completed","Manager Essentials","Leadership"
"L107074_1",107074,12,2021-07-10,5.1,"Completed","Data Literacy","Technical"
"L107074_2",107074,6,2021-08-05,9.2,"Completed","Power BI Foundations","Technical"
"L107074_3",107074,9,2022-01-02,11.3,"Completed","Sales Negotiation","Business"
"L107074_4",107074,11,2024-05-02,11.1,"Completed","Finance for Managers","Business"
"L107074_5",107074,7,2025-01-27,10,"Completed","Project Management Basics","Business"
"L101883_1",101883,9,2021-11-02,8.8,"Completed","Sales Negotiation","Business"
"L101883_2",101883,8,2023-05-26,2.6,"Completed","Customer Experience","Business"
"L101883_3",101883,2,2025-01-24,0.6,"Completed","Security Awareness","Compliance"
"L101883_4",101883,5,2025-07-18,3.1,"Completed","Advanced Excel","Technical"
"L101883_5",101883,3,2025-07-27,6.4,"Completed","Manager Essentials","Leadership"
"L104752_1",104752,3,2025-07-21,6.8,"Completed","Manager Essentials","Leadership"
"L104752_2",104752,9,2025-11-27,5.9,"Completed","Sales Negotiation","Business"
"L104630_1",104630,3,2021-08-22,10.7,"Completed","Manager Essentials","Leadership"
"L104630_2",104630,5,2022-01-08,0.8,"Completed","Advanced Excel","Technical"
"L104630_3",104630,9,2025-01-26,8.7,"Completed","Sales Negotiation","Business"
"L104630_4",104630,4,2025-03-02,7.6,"Completed","Inclusive Leadership","Leadership"
"L104630_5",104630,2,2025-04-19,9.7,"Completed","Security Awareness","Compliance"
"L107297_1",107297,10,2023-12-13,11.3,"Completed","HR Compliance","Compliance"
"L107297_2",107297,4,2024-04-23,7,"Completed","Inclusive Leadership","Leadership"
"L108203_1",108203,1,2021-12-17,10.7,"Completed","Code of Conduct","Compliance"
"L105528_1",105528,6,2021-07-11,8.8,"Completed","Power BI Foundations","Technical"
"L105528_2",105528,10,2022-08-08,10.8,"Completed","HR Compliance","Compliance"
"L105528_3",105528,11,2024-11-09,1.8,"Completed","Finance for Managers","Business"
"L105528_4",105528,7,2025-08-06,7.1,"Completed","Project Management Basics","Business"
"L102085_1",102085,12,2021-04-09,5.6,"Completed","Data Literacy","Technical"
"L102085_2",102085,9,2023-04-11,7.3,"Completed","Sales Negotiation","Business"
"L100443_1",100443,10,2022-09-14,3.6,"Completed","HR Compliance","Compliance"
"L100443_2",100443,8,2025-10-25,3,"Completed","Customer Experience","Business"
"L100443_3",100443,3,2026-01-09,10.2,"Completed","Manager Essentials","Leadership"
"L104499_1",104499,4,2022-07-03,10,"Completed","Inclusive Leadership","Leadership"
"L104499_2",104499,7,2022-10-22,1.5,"Completed","Project Management Basics","Business"
"L104499_3",104499,8,2022-11-24,8.6,"Completed","Customer Experience","Business"
"L104499_4",104499,2,2024-04-28,7.9,"Completed","Security Awareness","Compliance"
"L104499_5",104499,9,2024-12-15,10.3,"Completed","Sales Negotiation","Business"
"L104499_6",104499,6,2025-02-07,5.2,"Completed","Power BI Foundations","Technical"
"L105929_1",105929,7,2021-08-08,10.9,"Completed","Project Management Basics","Business"
"L105929_2",105929,12,2023-09-29,11,"Completed","Data Literacy","Technical"
"L101170_1",101170,7,2024-12-01,9.3,"Completed","Project Management Basics","Business"
"L101170_2",101170,11,2025-02-02,6.9,"Completed","Finance for Managers","Business"
"L101170_3",101170,6,2025-12-10,9.5,"Completed","Power BI Foundations","Technical"
"L105455_1",105455,11,2021-06-12,5.1,"Completed","Finance for Managers","Business"
"L105455_2",105455,9,2021-08-04,3.4,"Completed","Sales Negotiation","Business"
"L105455_3",105455,7,2022-08-21,8.5,"Completed","Project Management Basics","Business"
"L105455_4",105455,12,2023-08-16,6.4,"Completed","Data Literacy","Technical"
"L105455_5",105455,4,2024-12-16,8.6,"Completed","Inclusive Leadership","Leadership"
"L101497_1",101497,6,2024-08-16,8.9,"Completed","Power BI Foundations","Technical"
"L101497_2",101497,12,2025-09-05,9.6,"Completed","Data Literacy","Technical"
"L105896_1",105896,8,2022-12-27,9.6,"Completed","Customer Experience","Business"
"L105896_2",105896,6,2025-03-13,4.1,"Completed","Power BI Foundations","Technical"
"L105896_3",105896,7,2025-04-10,9.2,"Completed","Project Management Basics","Business"
"L105896_4",105896,3,2025-04-11,9.8,"Completed","Manager Essentials","Leadership"
"L106055_1",106055,12,2023-04-14,0.9,"Completed","Data Literacy","Technical"
"L106055_2",106055,3,2023-08-31,11.3,"Completed","Manager Essentials","Leadership"
"L106055_3",106055,5,2023-09-07,4.4,"Completed","Advanced Excel","Technical"
"L106055_4",106055,6,2023-12-16,1.2,"Completed","Power BI Foundations","Technical"
"L106055_5",106055,10,2024-11-12,9.9,"Completed","HR Compliance","Compliance"
"L109067_1",109067,12,2024-03-09,5.9,"Completed","Data Literacy","Technical"
"L109067_2",109067,1,2024-08-15,8.6,"Completed","Code of Conduct","Compliance"
"L109067_3",109067,2,2026-02-19,8.9,"Completed","Security Awareness","Compliance"
"L102592_1",102592,1,2023-11-18,9.6,"Completed","Code of Conduct","Compliance"
"L102592_2",102592,12,2024-03-04,9.9,"Completed","Data Literacy","Technical"
"L102592_3",102592,4,2024-06-04,8.4,"Completed","Inclusive Leadership","Leadership"
"L102592_4",102592,7,2025-11-16,11.6,"Completed","Project Management Basics","Business"
"L109065_1",109065,2,2022-01-23,5.4,"Completed","Security Awareness","Compliance"
"L109065_2",109065,12,2024-05-16,3.3,"Completed","Data Literacy","Technical"
"L109065_3",109065,3,2024-08-01,6.3,"Completed","Manager Essentials","Leadership"
"L109065_4",109065,1,2025-07-13,10.9,"Completed","Code of Conduct","Compliance"
"L101354_1",101354,12,2021-11-16,11.1,"Completed","Data Literacy","Technical"
"L101354_2",101354,10,2021-11-18,1.9,"Completed","HR Compliance","Compliance"
"L101354_3",101354,5,2022-10-14,7.2,"Completed","Advanced Excel","Technical"
"L101354_4",101354,8,2026-02-16,3.4,"Completed","Customer Experience","Business"
"L100195_1",100195,12,2021-08-24,8.3,"Completed","Data Literacy","Technical"
"L100195_2",100195,3,2023-01-24,10.1,"Completed","Manager Essentials","Leadership"
"L100195_3",100195,11,2024-03-18,2.4,"Completed","Finance for Managers","Business"
"L100195_4",100195,10,2025-04-29,3.8,"Completed","HR Compliance","Compliance"
"L100195_5",100195,4,2025-10-05,11.2,"Completed","Inclusive Leadership","Leadership"
"L107116_1",107116,4,2023-07-25,12,"Completed","Inclusive Leadership","Leadership"
"L107116_2",107116,3,2024-09-08,1.6,"Completed","Manager Essentials","Leadership"
"L108318_1",108318,2,2022-03-15,10.9,"Completed","Security Awareness","Compliance"
"L108318_2",108318,4,2023-01-04,3.9,"Completed","Inclusive Leadership","Leadership"
"L108318_3",108318,8,2025-06-29,4.3,"Completed","Customer Experience","Business"
"L108318_4",108318,12,2025-09-21,3.1,"Completed","Data Literacy","Technical"
"L108318_5",108318,7,2025-10-09,1.7,"Completed","Project Management Basics","Business"
"L105286_1",105286,6,2023-02-07,9.5,"Completed","Power BI Foundations","Technical"
"L105286_2",105286,1,2025-07-19,1.4,"Completed","Code of Conduct","Compliance"
"L100528_1",100528,5,2021-09-23,2.4,"Completed","Advanced Excel","Technical"
"L100528_2",100528,6,2022-01-24,10.8,"Completed","Power BI Foundations","Technical"
"L100528_3",100528,10,2022-12-24,6.7,"Completed","HR Compliance","Compliance"
"L103234_1",103234,9,2023-06-09,2.8,"Completed","Sales Negotiation","Business"
"L103234_2",103234,3,2024-03-26,3.2,"Completed","Manager Essentials","Leadership"
"L103234_3",103234,5,2024-05-22,6.9,"Completed","Advanced Excel","Technical"
"L103234_4",103234,11,2026-02-03,5.9,"Completed","Finance for Managers","Business"
"L102812_1",102812,5,2023-09-04,8.4,"Completed","Advanced Excel","Technical"
"L102812_2",102812,4,2024-08-13,10.2,"Completed","Inclusive Leadership","Leadership"
"L102812_3",102812,8,2024-10-08,2.9,"Completed","Customer Experience","Business"
"L100416_1",100416,2,2023-10-27,10.5,"Completed","Security Awareness","Compliance"
"L100416_2",100416,5,2023-12-05,7.6,"Completed","Advanced Excel","Technical"
"L100416_3",100416,10,2025-07-06,1.1,"Completed","HR Compliance","Compliance"
"L102219_1",102219,11,2023-11-17,2.9,"Completed","Finance for Managers","Business"
"L102807_1",102807,9,2022-09-19,12,"Completed","Sales Negotiation","Business"
"L102807_2",102807,4,2024-09-04,0.8,"Completed","Inclusive Leadership","Leadership"
"L102807_3",102807,3,2024-11-19,5.2,"Completed","Manager Essentials","Leadership"
"L103749_1",103749,12,2023-05-03,3,"Completed","Data Literacy","Technical"
"L103749_2",103749,6,2024-12-23,10.3,"Completed","Power BI Foundations","Technical"
"L104399_1",104399,2,2023-03-31,1.9,"Completed","Security Awareness","Compliance"
"L104399_2",104399,8,2023-07-10,4,"Completed","Customer Experience","Business"
"L104399_3",104399,5,2024-11-21,4,"Completed","Advanced Excel","Technical"
"L104399_4",104399,1,2026-02-09,8.6,"Completed","Code of Conduct","Compliance"
"L105079_1",105079,11,2024-01-02,0.8,"Completed","Finance for Managers","Business"
"L105079_2",105079,7,2025-01-02,2,"Completed","Project Management Basics","Business"
"L105079_3",105079,2,2025-05-17,11.2,"Completed","Security Awareness","Compliance"
"L107566_1",107566,2,2023-09-18,3.9,"Completed","Security Awareness","Compliance"
"L107566_2",107566,11,2024-01-15,6.3,"Completed","Finance for Managers","Business"
"L107566_3",107566,9,2025-06-05,2.2,"Completed","Sales Negotiation","Business"
"L109139_1",109139,5,2022-06-04,2.7,"Completed","Advanced Excel","Technical"
"L109139_2",109139,11,2023-02-19,8.7,"Completed","Finance for Managers","Business"
"L109139_3",109139,7,2024-02-18,7.4,"Completed","Project Management Basics","Business"
"L103251_1",103251,2,2022-07-20,3.7,"Completed","Security Awareness","Compliance"
"L108888_1",108888,12,2021-12-09,5.2,"Completed","Data Literacy","Technical"
"L108888_2",108888,3,2024-03-02,3.2,"Completed","Manager Essentials","Leadership"
"L108888_3",108888,11,2025-02-19,2.2,"Completed","Finance for Managers","Business"
"L106309_1",106309,9,2022-06-17,6.9,"Completed","Sales Negotiation","Business"
"L106309_2",106309,10,2023-02-13,9,"Completed","HR Compliance","Compliance"
"L106309_3",106309,11,2023-07-30,2.1,"Completed","Finance for Managers","Business"
"L106309_4",106309,4,2024-01-06,10.6,"Completed","Inclusive Leadership","Leadership"
"L106309_5",106309,6,2025-12-03,8.5,"Completed","Power BI Foundations","Technical"
"L106796_1",106796,12,2022-11-17,5.2,"Completed","Data Literacy","Technical"
"L106796_2",106796,1,2023-12-24,2.7,"Completed","Code of Conduct","Compliance"
"L106796_3",106796,8,2024-03-11,2,"Completed","Customer Experience","Business"
"L106796_4",106796,10,2024-09-29,5.6,"Completed","HR Compliance","Compliance"
"L106796_5",106796,5,2025-08-01,1.8,"Completed","Advanced Excel","Technical"
"L109325_1",109325,5,2026-01-06,12,"Completed","Advanced Excel","Technical"
"L101277_1",101277,8,2022-01-05,4,"Completed","Customer Experience","Business"
"L101277_2",101277,4,2022-06-08,8.1,"Completed","Inclusive Leadership","Leadership"
"L101277_3",101277,12,2022-08-25,3.8,"Completed","Data Literacy","Technical"
"L101277_4",101277,2,2022-09-29,6.8,"Completed","Security Awareness","Compliance"
"L101277_5",101277,5,2023-10-23,6.3,"Completed","Advanced Excel","Technical"
"L100428_1",100428,1,2022-08-31,6,"Completed","Code of Conduct","Compliance"
"L100428_2",100428,10,2025-02-12,10,"Completed","HR Compliance","Compliance"
"L100428_3",100428,3,2025-06-04,9.2,"Completed","Manager Essentials","Leadership"
"L100428_4",100428,8,2025-07-07,8.9,"Completed","Customer Experience","Business"
"L109407_1",109407,12,2023-03-11,4,"Completed","Data Literacy","Technical"
"L109407_2",109407,10,2023-03-19,3.7,"Completed","HR Compliance","Compliance"
"L109407_3",109407,9,2023-07-16,9.7,"Completed","Sales Negotiation","Business"
"L109407_4",109407,5,2024-06-09,4.6,"Completed","Advanced Excel","Technical"
"L109144_1",109144,10,2022-03-22,11.4,"Completed","HR Compliance","Compliance"
"L109144_2",109144,7,2023-04-27,5.2,"Completed","Project Management Basics","Business"
"L109144_3",109144,8,2023-05-21,8.3,"Completed","Customer Experience","Business"
"L103889_1",103889,5,2023-05-12,9.9,"Completed","Advanced Excel","Technical"
"L103889_2",103889,3,2023-07-03,10.7,"Completed","Manager Essentials","Leadership"
"L103889_3",103889,7,2023-10-26,2.3,"Completed","Project Management Basics","Business"
"L103889_4",103889,10,2024-10-10,8.3,"Completed","HR Compliance","Compliance"
"L103889_5",103889,9,2025-10-11,1,"Completed","Sales Negotiation","Business"
"L105454_1",105454,2,2024-11-02,9.8,"Completed","Security Awareness","Compliance"
"L105454_2",105454,4,2025-03-04,1.8,"Completed","Inclusive Leadership","Leadership"
"L102203_1",102203,5,2022-05-19,11.5,"Completed","Advanced Excel","Technical"
"L102203_2",102203,6,2025-05-09,4.5,"Completed","Power BI Foundations","Technical"
"L103015_1",103015,9,2023-06-18,1.4,"Completed","Sales Negotiation","Business"
"L103015_2",103015,4,2023-12-22,10.6,"Completed","Inclusive Leadership","Leadership"
"L103015_3",103015,7,2024-06-01,2,"Completed","Project Management Basics","Business"
"L101874_1",101874,7,2023-11-13,10.2,"Completed","Project Management Basics","Business"
"L101874_2",101874,6,2024-01-27,5.1,"Completed","Power BI Foundations","Technical"
"L100884_1",100884,2,2025-07-29,7.5,"Completed","Security Awareness","Compliance"
"L100884_2",100884,7,2026-01-04,5.7,"Completed","Project Management Basics","Business"
"L106560_1",106560,5,2022-07-11,5.4,"Completed","Advanced Excel","Technical"
"L106560_2",106560,1,2022-09-22,1.2,"Completed","Code of Conduct","Compliance"
"L106560_3",106560,8,2024-01-26,11.6,"Completed","Customer Experience","Business"
"L106560_4",106560,3,2024-11-10,2.7,"Completed","Manager Essentials","Leadership"
"L106560_5",106560,9,2025-03-12,10.4,"Completed","Sales Negotiation","Business"
"L106560_6",106560,11,2025-12-09,4.1,"Completed","Finance for Managers","Business"
"L100381_1",100381,8,2022-09-20,12,"Completed","Customer Experience","Business"
"L100381_2",100381,10,2023-08-27,11.6,"Completed","HR Compliance","Compliance"
"L100381_3",100381,3,2024-02-23,2.7,"Completed","Manager Essentials","Leadership"
"L100381_4",100381,7,2025-01-16,6.7,"Completed","Project Management Basics","Business"
"L100381_5",100381,4,2025-03-04,3.2,"Completed","Inclusive Leadership","Leadership"
"L100381_6",100381,6,2025-05-10,8.5,"Completed","Power BI Foundations","Technical"
"L101337_1",101337,8,2023-05-18,6.5,"Completed","Customer Experience","Business"
"L101337_2",101337,7,2024-03-22,8.8,"Completed","Project Management Basics","Business"
"L101337_3",101337,1,2024-12-06,1.8,"Completed","Code of Conduct","Compliance"
"L101337_4",101337,6,2025-11-15,11.6,"Completed","Power BI Foundations","Technical"
"L107939_1",107939,1,2024-03-14,8.6,"Completed","Code of Conduct","Compliance"
"L107939_2",107939,9,2024-07-11,1.9,"Completed","Sales Negotiation","Business"
"L108752_1",108752,6,2025-01-23,2.7,"Completed","Power BI Foundations","Technical"
"L108752_2",108752,10,2025-07-07,11.4,"Completed","HR Compliance","Compliance"
"L108752_3",108752,12,2025-10-24,1.7,"Completed","Data Literacy","Technical"
"L103031_1",103031,9,2025-08-06,0.8,"Completed","Sales Negotiation","Business"
"L101474_1",101474,2,2023-02-13,0.9,"Completed","Security Awareness","Compliance"
"L101474_2",101474,1,2023-08-21,1.1,"Completed","Code of Conduct","Compliance"
"L101474_3",101474,3,2023-12-02,2.7,"Completed","Manager Essentials","Leadership"
"L101474_4",101474,5,2024-11-14,11.4,"Completed","Advanced Excel","Technical"
"L101474_5",101474,12,2025-09-16,4.6,"Completed","Data Literacy","Technical"
"L100750_1",100750,11,2022-12-26,1,"Completed","Finance for Managers","Business"
"L100750_2",100750,2,2024-09-06,8,"Completed","Security Awareness","Compliance"
"L100750_3",100750,8,2024-12-02,6.3,"Completed","Customer Experience","Business"
"L100750_4",100750,3,2025-03-26,2.4,"Completed","Manager Essentials","Leadership"
"L100750_5",100750,6,2025-05-18,11.4,"Completed","Power BI Foundations","Technical"
"L104639_1",104639,3,2024-01-17,3.9,"Completed","Manager Essentials","Leadership"
"L108455_1",108455,6,2024-01-27,3.3,"Completed","Power BI Foundations","Technical"
"L108342_1",108342,8,2023-03-13,10.9,"Completed","Customer Experience","Business"
"L108342_2",108342,7,2023-12-09,3,"Completed","Project Management Basics","Business"
"L108342_3",108342,12,2024-05-25,2.8,"Completed","Data Literacy","Technical"
"L108342_4",108342,6,2024-12-16,3.3,"Completed","Power BI Foundations","Technical"
"L104251_1",104251,10,2023-01-29,6.9,"Completed","HR Compliance","Compliance"
"L104251_2",104251,2,2023-09-22,6.8,"Completed","Security Awareness","Compliance"
"L104251_3",104251,5,2024-01-14,6.6,"Completed","Advanced Excel","Technical"
"L104251_4",104251,1,2025-01-16,8.2,"Completed","Code of Conduct","Compliance"
"L104251_5",104251,11,2026-03-01,9.3,"Completed","Finance for Managers","Business"
"L109944_1",109944,6,2023-04-10,1.2,"Completed","Power BI Foundations","Technical"
"L109944_2",109944,9,2023-07-07,10.3,"Completed","Sales Negotiation","Business"
"L109944_3",109944,5,2023-11-20,11.7,"Completed","Advanced Excel","Technical"
"L109944_4",109944,11,2025-07-07,8.8,"Completed","Finance for Managers","Business"
"L109944_5",109944,7,2025-12-15,3.5,"Completed","Project Management Basics","Business"
"L108607_1",108607,7,2023-06-23,8.7,"Completed","Project Management Basics","Business"
"L108607_2",108607,6,2024-02-14,5.7,"Completed","Power BI Foundations","Technical"
"L108607_3",108607,2,2024-06-15,11.3,"Completed","Security Awareness","Compliance"
"L101598_1",101598,12,2024-06-17,5.7,"Completed","Data Literacy","Technical"
"L101598_2",101598,7,2026-02-12,1.7,"Completed","Project Management Basics","Business"
"L104815_1",104815,7,2023-09-17,6.6,"Completed","Project Management Basics","Business"
