"CompensationEventID","EmployeeID","EffectiveDate","BaseSalary","BonusTargetPct","AnnualBonusTarget","PayGrade","CompensationChangeReason"
"C108981_10",108981,2024-01-01,100729,0.05,5036,"L2","Merit"
"C108981_11",108981,2025-01-01,90642,0.05,4532,"L2","Merit"
"C108981_12",108981,2026-01-01,113258,0.05,5663,"L2","Merit"
"C107149_1",107149,2015-01-01,67722,0.05,3386,"L2","Hire"
"C107149_2",107149,2016-01-01,69613,0.05,3481,"L2","Merit"
"C107149_3",107149,2017-01-01,70199,0.05,3510,"L2","Merit"
"C107149_4",107149,2018-01-01,74738,0.05,3737,"L2","Merit"
"C107149_5",107149,2019-01-01,83104,0.05,4155,"L2","Merit"
"C107149_6",107149,2020-01-01,81031,0.05,4052,"L2","Merit"
"C107149_7",107149,2021-01-01,80779,0.05,4039,"L2","Merit"
"C107149_8",107149,2022-01-01,77866,0.05,3893,"L2","Merit"
"C103303_1",103303,2015-01-01,73775,0.05,3689,"L2","Hire"
"C103303_2",103303,2016-01-01,77404,0.05,3870,"L2","Merit"
"C103303_3",103303,2017-01-01,78684,0.05,3934,"L2","Market Adjustment"
"C103303_4",103303,2018-01-01,77659,0.05,3883,"L2","Merit"
"C103303_5",103303,2019-01-01,85087,0.05,4254,"L2","Market Adjustment"
"C103303_6",103303,2020-01-01,89019,0.05,4451,"L2","Merit"
"C103303_7",103303,2021-01-01,80923,0.05,4046,"L2","Merit"
"C103303_8",103303,2022-01-01,90438,0.05,4522,"L2","Merit"
"C103303_9",103303,2023-01-01,83418,0.05,4171,"L2","Merit"
"C103303_10",103303,2024-01-01,103903,0.05,5195,"L2","Merit"
"C103303_11",103303,2025-01-01,98915,0.05,4946,"L2","Market Adjustment"
"C103303_12",103303,2026-01-01,116417,0.05,5821,"L2","Merit"
"C100045_1",100045,2015-01-01,89861,0.05,4493,"L2","Hire"
"C100045_2",100045,2016-01-01,94312,0.05,4716,"L2","Merit"
"C100045_3",100045,2017-01-01,95986,0.05,4799,"L2","Merit"
"C100045_4",100045,2018-01-01,96374,0.05,4819,"L2","Merit"
"C100045_5",100045,2019-01-01,111017,0.05,5551,"L2","Merit"
"C100045_6",100045,2020-01-01,116005,0.05,5800,"L2","Merit"
"C100045_7",100045,2021-01-01,115656,0.05,5783,"L2","Merit"
"C100045_8",100045,2022-01-01,105923,0.05,5296,"L2","Market Adjustment"
"C100045_9",100045,2023-01-01,115581,0.05,5779,"L2","Market Adjustment"
"C100045_10",100045,2024-01-01,116918,0.05,5846,"L2","Merit"
"C100045_11",100045,2025-01-01,107602,0.05,5380,"L2","Merit"
"C100045_12",100045,2026-01-01,128314,0.05,6416,"L2","Merit"
"C107826_1",107826,2015-01-01,78466,0.05,3923,"L2","Hire"
"C107826_2",107826,2016-01-01,81980,0.05,4099,"L2","Merit"
"C107826_3",107826,2017-01-01,85631,0.05,4282,"L2","Market Adjustment"
"C107826_4",107826,2018-01-01,91482,0.05,4574,"L2","Merit"
"C107826_5",107826,2019-01-01,84241,0.05,4212,"L2","Merit"
"C107826_6",107826,2020-01-01,85427,0.05,4271,"L2","Market Adjustment"
"C107826_7",107826,2021-01-01,102064,0.05,5103,"L2","Merit"
"C107826_8",107826,2022-01-01,89158,0.05,4458,"L2","Merit"
"C107826_9",107826,2023-01-01,90622,0.05,4531,"L2","Merit"
"C107826_10",107826,2024-01-01,112072,0.05,5604,"L2","Merit"
"C107826_11",107826,2025-01-01,130438,0.05,6522,"L2","Merit"
"C107826_12",107826,2026-01-01,124823,0.05,6241,"L2","Merit"
"C102717_1",102717,2015-01-01,71436,0.05,3572,"L2","Hire"
"C102717_2",102717,2016-01-01,73411,0.05,3671,"L2","Merit"
"C102717_3",102717,2017-01-01,75651,0.05,3783,"L2","Merit"
"C102717_4",102717,2018-01-01,80523,0.05,4026,"L2","Merit"
"C102717_5",102717,2019-01-01,86949,0.05,4347,"L2","Merit"
"C102717_6",102717,2020-01-01,80744,0.05,4037,"L2","Merit"
"C102717_7",102717,2021-01-01,95483,0.05,4774,"L2","Market Adjustment"
"C102717_8",102717,2022-01-01,101418,0.05,5071,"L2","Merit"
"C102717_9",102717,2023-01-01,102494,0.05,5125,"L2","Merit"
"C102717_10",102717,2024-01-01,100910,0.05,5046,"L2","Merit"
"C102717_11",102717,2025-01-01,107054,0.05,5353,"L2","Merit"
"C102717_12",102717,2026-01-01,123275,0.05,6164,"L2","Merit"
"C100885_1",100885,2015-01-01,91235,0.05,4562,"L2","Hire"
"C100885_2",100885,2016-01-01,93108,0.05,4655,"L2","Merit"
"C100885_3",100885,2017-01-01,95879,0.05,4794,"L2","Merit"
"C100885_4",100885,2018-01-01,104083,0.05,5204,"L2","Merit"
"C100885_5",100885,2019-01-01,99054,0.05,4953,"L2","Market Adjustment"
"C100885_6",100885,2020-01-01,110947,0.05,5547,"L2","Merit"
"C100885_7",100885,2021-01-01,119168,0.05,5958,"L2","Merit"
"C100885_8",100885,2022-01-01,116757,0.05,5838,"L2","Merit"
"C100885_9",100885,2023-01-01,126825,0.05,6341,"L2","Merit"
"C100885_10",100885,2024-01-01,121974,0.05,6099,"L2","Merit"
"C100885_11",100885,2025-01-01,112509,0.05,5625,"L2","Merit"
"C100885_12",100885,2026-01-01,131433,0.05,6572,"L2","Merit"
"C100144_1",100144,2015-01-01,87099,0.05,4355,"L2","Hire"
"C100144_2",100144,2016-01-01,88487,0.05,4424,"L2","Merit"
"C100144_3",100144,2017-01-01,91250,0.05,4562,"L2","Merit"
"C100144_4",100144,2018-01-01,94845,0.05,4742,"L2","Merit"
"C100144_5",100144,2019-01-01,104956,0.05,5248,"L2","Merit"
"C100144_6",100144,2020-01-01,103970,0.05,5198,"L2","Merit"
"C100144_7",100144,2021-01-01,107506,0.05,5375,"L2","Merit"
"C100144_8",100144,2022-01-01,100184,0.05,5009,"L2","Market Adjustment"
"C100144_9",100144,2023-01-01,122240,0.05,6112,"L2","Merit"
"C100144_10",100144,2024-01-01,139455,0.05,6973,"L2","Merit"
"C100144_11",100144,2025-01-01,103437,0.05,5172,"L2","Merit"
"C100144_12",100144,2026-01-01,106709,0.05,5335,"L2","Merit"
"C107873_1",107873,2015-01-01,68075,0.05,3404,"L2","Hire"
"C107873_2",107873,2016-01-01,71725,0.05,3586,"L2","Merit"
"C107873_3",107873,2017-01-01,71008,0.05,3550,"L2","Merit"
"C107873_4",107873,2018-01-01,77382,0.05,3869,"L2","Merit"
"C107873_5",107873,2019-01-01,72864,0.05,3643,"L2","Merit"
"C107873_6",107873,2020-01-01,87327,0.05,4366,"L2","Merit"
"C107873_7",107873,2021-01-01,75614,0.05,3781,"L2","Merit"
"C107873_8",107873,2022-01-01,85862,0.05,4293,"L2","Merit"
"C107873_9",107873,2023-01-01,95774,0.05,4789,"L2","Market Adjustment"
"C107873_10",107873,2024-01-01,90663,0.05,4533,"L2","Merit"
"C107873_11",107873,2025-01-01,103467,0.05,5173,"L2","Merit"
"C107873_12",107873,2026-01-01,108148,0.05,5407,"L2","Merit"
"C109316_1",109316,2015-01-01,79452,0.05,3973,"L2","Hire"
"C109316_2",109316,2016-01-01,82261,0.05,4113,"L2","Merit"
"C109316_3",109316,2017-01-01,87101,0.05,4355,"L2","Merit"
"C109316_4",109316,2018-01-01,90073,0.05,4504,"L2","Market Adjustment"
"C109316_5",109316,2019-01-01,87357,0.05,4368,"L2","Merit"
"C109316_6",109316,2020-01-01,89792,0.05,4490,"L2","Merit"
"C109316_7",109316,2021-01-01,96285,0.05,4814,"L2","Market Adjustment"
"C108610_1",108610,2015-01-01,62123,0.05,3106,"L2","Hire"
"C108610_2",108610,2016-01-01,63835,0.05,3192,"L2","Merit"
"C108610_3",108610,2017-01-01,64959,0.05,3248,"L2","Merit"
"C108610_4",108610,2018-01-01,66682,0.05,3334,"L2","Merit"
"C108610_5",108610,2019-01-01,71901,0.05,3595,"L2","Merit"
"C108610_6",108610,2020-01-01,67158,0.05,3358,"L2","Merit"
"C108610_7",108610,2021-01-01,82180,0.05,4109,"L2","Merit"
"C108610_8",108610,2022-01-01,75465,0.05,3773,"L2","Merit"
"C108610_9",108610,2023-01-01,82553,0.05,4128,"L2","Merit"
"C108610_10",108610,2024-01-01,77523,0.05,3876,"L2","Merit"
"C108610_11",108610,2025-01-01,90783,0.05,4539,"L2","Merit"
"C108610_12",108610,2026-01-01,89007,0.05,4450,"L2","Merit"
"C107008_1",107008,2015-01-01,79135,0.05,3957,"L2","Hire"
"C107008_2",107008,2016-01-01,83163,0.05,4158,"L2","Merit"
"C107008_3",107008,2017-01-01,86282,0.05,4314,"L2","Merit"
"C107008_4",107008,2018-01-01,87469,0.05,4373,"L2","Market Adjustment"
"C107008_5",107008,2019-01-01,92536,0.05,4627,"L2","Market Adjustment"
"C107008_6",107008,2020-01-01,91650,0.05,4582,"L2","Merit"
"C107008_7",107008,2021-01-01,106222,0.05,5311,"L2","Merit"
"C107008_8",107008,2022-01-01,90553,0.05,4528,"L2","Merit"
"C107008_9",107008,2023-01-01,105367,0.05,5268,"L2","Market Adjustment"
"C107008_10",107008,2024-01-01,100238,0.05,5012,"L2","Merit"
"C107008_11",107008,2025-01-01,102983,0.05,5149,"L2","Merit"
"C107008_12",107008,2026-01-01,106374,0.05,5319,"L2","Merit"
"C103897_1",103897,2015-01-01,84451,0.05,4223,"L2","Hire"
"C103897_2",103897,2016-01-01,86370,0.05,4318,"L2","Market Adjustment"
"C103897_3",103897,2017-01-01,87619,0.05,4381,"L2","Merit"
"C103897_4",103897,2018-01-01,88903,0.05,4445,"L2","Merit"
"C103897_5",103897,2019-01-01,98550,0.05,4928,"L2","Market Adjustment"
"C103897_6",103897,2020-01-01,109487,0.05,5474,"L2","Merit"
"C103897_7",103897,2021-01-01,93981,0.05,4699,"L2","Merit"
"C103897_8",103897,2022-01-01,109773,0.05,5489,"L2","Merit"
"C103897_9",103897,2023-01-01,95631,0.05,4782,"L2","Merit"
"C103897_10",103897,2024-01-01,124239,0.05,6212,"L2","Merit"
"C103897_11",103897,2025-01-01,142280,0.05,7114,"L2","Merit"
"C103897_12",103897,2026-01-01,116675,0.05,5834,"L2","Merit"
"C100205_1",100205,2015-01-01,93529,0.05,4676,"L2","Hire"
"C100205_2",100205,2016-01-01,95243,0.05,4762,"L2","Merit"
"C100205_3",100205,2017-01-01,102133,0.05,5107,"L2","Merit"
"C100205_4",100205,2018-01-01,102064,0.05,5103,"L2","Merit"
"C100205_5",100205,2019-01-01,114145,0.05,5707,"L2","Merit"
"C100205_6",100205,2020-01-01,108579,0.05,5429,"L2","Merit"
"C100205_7",100205,2021-01-01,110887,0.05,5544,"L2","Merit"
"C100205_8",100205,2022-01-01,107494,0.05,5375,"L2","Merit"
"C107532_1",107532,2015-01-01,103436,0.05,5172,"L2","Hire"
"C107532_2",107532,2016-01-01,107400,0.05,5370,"L2","Merit"
"C107532_3",107532,2017-01-01,111565,0.05,5578,"L2","Merit"
"C107532_4",107532,2018-01-01,120258,0.05,6013,"L2","Merit"
"C107532_5",107532,2019-01-01,120709,0.05,6035,"L2","Market Adjustment"
"C107532_6",107532,2020-01-01,118881,0.05,5944,"L2","Merit"
"C107532_7",107532,2021-01-01,125561,0.05,6278,"L2","Market Adjustment"
"C107532_8",107532,2022-01-01,149946,0.05,7497,"L2","Merit"
"C107532_9",107532,2023-01-01,150046,0.05,7502,"L2","Merit"
"C107532_10",107532,2024-01-01,140358,0.05,7018,"L2","Merit"
"C107532_11",107532,2025-01-01,150937,0.05,7547,"L2","Merit"
"C107532_12",107532,2026-01-01,126502,0.05,6325,"L2","Merit"
"C105427_1",105427,2015-01-01,87273,0.05,4364,"L2","Hire"
"C105427_2",105427,2016-01-01,89521,0.05,4476,"L2","Merit"
"C105427_3",105427,2017-01-01,94335,0.05,4717,"L2","Market Adjustment"
"C105427_4",105427,2018-01-01,92146,0.05,4607,"L2","Merit"
"C105427_5",105427,2019-01-01,96339,0.05,4817,"L2","Merit"
"C105427_6",105427,2020-01-01,103232,0.05,5162,"L2","Merit"
"C105427_7",105427,2021-01-01,102323,0.05,5116,"L2","Merit"
"C105427_8",105427,2022-01-01,115712,0.05,5786,"L2","Merit"
"C105427_9",105427,2023-01-01,125355,0.05,6268,"L2","Market Adjustment"
"C105427_10",105427,2024-01-01,106664,0.05,5333,"L2","Market Adjustment"
"C105427_11",105427,2025-01-01,137456,0.05,6873,"L2","Merit"
"C105427_12",105427,2026-01-01,134387,0.05,6719,"L2","Merit"
"C100488_1",100488,2015-01-01,82105,0.05,4105,"L2","Hire"
"C100488_2",100488,2016-01-01,86529,0.05,4326,"L2","Merit"
"C100488_3",100488,2017-01-01,88886,0.05,4444,"L2","Merit"
"C100488_4",100488,2018-01-01,89004,0.05,4450,"L2","Merit"
"C100488_5",100488,2019-01-01,91809,0.05,4590,"L2","Merit"
"C100488_6",100488,2020-01-01,91282,0.05,4564,"L2","Merit"
"C100488_7",100488,2021-01-01,112867,0.05,5643,"L2","Market Adjustment"
"C100488_8",100488,2022-01-01,101338,0.05,5067,"L2","Merit"
"C100488_9",100488,2023-01-01,101175,0.05,5059,"L2","Merit"
"C103800_1",103800,2015-01-01,80196,0.05,4010,"L2","Hire"
"C103800_2",103800,2016-01-01,81889,0.05,4094,"L2","Merit"
"C103800_3",103800,2017-01-01,88527,0.05,4426,"L2","Merit"
"C103800_4",103800,2018-01-01,89001,0.05,4450,"L2","Merit"
"C103800_5",103800,2019-01-01,93621,0.05,4681,"L2","Market Adjustment"
"C103800_6",103800,2020-01-01,101309,0.05,5065,"L2","Merit"
"C103800_7",103800,2021-01-01,105973,0.05,5299,"L2","Merit"
"C103800_8",103800,2022-01-01,112240,0.05,5612,"L2","Merit"
"C103800_9",103800,2023-01-01,116044,0.05,5802,"L2","Merit"
"C103800_10",103800,2024-01-01,122984,0.05,6149,"L2","Merit"
"C103800_11",103800,2025-01-01,126011,0.05,6301,"L2","Merit"
"C103800_12",103800,2026-01-01,101359,0.05,5068,"L2","Merit"
"C108416_1",108416,2015-01-01,96249,0.05,4812,"L2","Hire"
"C108416_2",108416,2016-01-01,99099,0.05,4955,"L2","Market Adjustment"
"C108416_3",108416,2017-01-01,102294,0.05,5115,"L2","Merit"
"C108416_4",108416,2018-01-01,100832,0.05,5042,"L2","Market Adjustment"
"C108416_5",108416,2019-01-01,108721,0.05,5436,"L2","Market Adjustment"
"C108416_6",108416,2020-01-01,115644,0.05,5782,"L2","Merit"
"C108416_7",108416,2021-01-01,130153,0.05,6508,"L2","Merit"
"C108416_8",108416,2022-01-01,135295,0.05,6765,"L2","Merit"
"C108416_9",108416,2023-01-01,126590,0.05,6330,"L2","Merit"
"C108416_10",108416,2024-01-01,134123,0.05,6706,"L2","Merit"
"C108416_11",108416,2025-01-01,118691,0.05,5935,"L2","Merit"
"C108416_12",108416,2026-01-01,127916,0.05,6396,"L2","Merit"
"C103866_1",103866,2015-01-01,64538,0.05,3227,"L2","Hire"
"C103866_2",103866,2016-01-01,66894,0.05,3345,"L2","Merit"
"C103866_3",103866,2017-01-01,70677,0.05,3534,"L2","Merit"
"C103866_4",103866,2018-01-01,69424,0.05,3471,"L2","Merit"
"C103866_5",103866,2019-01-01,76745,0.05,3837,"L2","Merit"
"C103866_6",103866,2020-01-01,72368,0.05,3618,"L2","Merit"
"C103866_7",103866,2021-01-01,88500,0.05,4425,"L2","Merit"
"C103866_8",103866,2022-01-01,75709,0.05,3785,"L2","Merit"
"C103866_9",103866,2023-01-01,73503,0.05,3675,"L2","Merit"
"C103866_10",103866,2024-01-01,98767,0.05,4938,"L2","Merit"
"C103866_11",103866,2025-01-01,87151,0.05,4358,"L2","Merit"
"C103866_12",103866,2026-01-01,92754,0.05,4638,"L2","Merit"
"C101551_1",101551,2015-01-01,94725,0.05,4736,"L2","Hire"
"C101551_2",101551,2016-01-01,98046,0.05,4902,"L2","Merit"
"C101551_3",101551,2017-01-01,103236,0.05,5162,"L2","Merit"
"C101551_4",101551,2018-01-01,99244,0.05,4962,"L2","Merit"
"C101551_5",101551,2019-01-01,113680,0.05,5684,"L2","Market Adjustment"
"C101551_6",101551,2020-01-01,114768,0.05,5738,"L2","Market Adjustment"
"C101551_7",101551,2021-01-01,127725,0.05,6386,"L2","Merit"
"C101551_8",101551,2022-01-01,116167,0.05,5808,"L2","Merit"
"C101551_9",101551,2023-01-01,117371,0.05,5869,"L2","Merit"
"C101551_10",101551,2024-01-01,142563,0.05,7128,"L2","Merit"
"C101551_11",101551,2025-01-01,142838,0.05,7142,"L2","Market Adjustment"
"C101551_12",101551,2026-01-01,128402,0.05,6420,"L2","Merit"
"C105877_1",105877,2015-01-01,72554,0.05,3628,"L2","Hire"
"C105877_2",105877,2016-01-01,75735,0.05,3787,"L2","Merit"
"C105877_3",105877,2017-01-01,76523,0.05,3826,"L2","Merit"
"C105877_4",105877,2018-01-01,83662,0.05,4183,"L2","Merit"
"C105877_5",105877,2019-01-01,78057,0.05,3903,"L2","Merit"
"C105877_6",105877,2020-01-01,81335,0.05,4067,"L2","Market Adjustment"
"C105877_7",105877,2021-01-01,82051,0.05,4103,"L2","Merit"
"C105877_8",105877,2022-01-01,99168,0.05,4958,"L2","Merit"
"C105877_9",105877,2023-01-01,94292,0.05,4715,"L2","Merit"
"C105877_10",105877,2024-01-01,92731,0.05,4637,"L2","Merit"
"C105877_11",105877,2025-01-01,110188,0.05,5509,"L2","Merit"
"C105877_12",105877,2026-01-01,112112,0.05,5606,"L2","Merit"
"C104463_1",104463,2015-01-01,93582,0.05,4679,"L2","Hire"
"C104463_2",104463,2016-01-01,98143,0.05,4907,"L2","Market Adjustment"
"C104463_3",104463,2017-01-01,103612,0.05,5181,"L2","Merit"
"C104463_4",104463,2018-01-01,100827,0.05,5041,"L2","Merit"
"C104463_5",104463,2019-01-01,114238,0.05,5712,"L2","Merit"
"C104265_1",104265,2015-01-01,89742,0.05,4487,"L2","Hire"
"C104265_2",104265,2016-01-01,93931,0.05,4697,"L2","Merit"
"C104265_3",104265,2017-01-01,98471,0.05,4924,"L2","Merit"
"C104265_4",104265,2018-01-01,98853,0.05,4943,"L2","Market Adjustment"
"C104265_5",104265,2019-01-01,109852,0.05,5493,"L2","Market Adjustment"
"C104265_6",104265,2020-01-01,116414,0.05,5821,"L2","Market Adjustment"
"C104265_7",104265,2021-01-01,108727,0.05,5436,"L2","Merit"
"C104265_8",104265,2022-01-01,103239,0.05,5162,"L2","Market Adjustment"
"C104265_9",104265,2023-01-01,134856,0.05,6743,"L2","Merit"
"C104265_10",104265,2024-01-01,128775,0.05,6439,"L2","Merit"
"C104265_11",104265,2025-01-01,121768,0.05,6088,"L2","Merit"
"C104265_12",104265,2026-01-01,140680,0.05,7034,"L2","Merit"
"C101885_1",101885,2015-01-01,83533,0.05,4177,"L2","Hire"
"C101885_2",101885,2016-01-01,86685,0.05,4334,"L2","Merit"
"C101885_3",101885,2017-01-01,92061,0.05,4603,"L2","Merit"
"C101885_4",101885,2018-01-01,94344,0.05,4717,"L2","Merit"
"C101885_5",101885,2019-01-01,89770,0.05,4488,"L2","Merit"
"C101885_6",101885,2020-01-01,92072,0.05,4604,"L2","Market Adjustment"
"C101885_7",101885,2021-01-01,110634,0.05,5532,"L2","Market Adjustment"
"C101885_8",101885,2022-01-01,115370,0.05,5768,"L2","Merit"
"C101885_9",101885,2023-01-01,102199,0.05,5110,"L2","Merit"
"C101885_10",101885,2024-01-01,101514,0.05,5076,"L2","Merit"
"C101885_11",101885,2025-01-01,104000,0.05,5200,"L2","Market Adjustment"
"C101885_12",101885,2026-01-01,132177,0.05,6609,"L2","Merit"
"C100994_1",100994,2015-01-01,75172,0.05,3759,"L2","Hire"
"C100994_2",100994,2016-01-01,78198,0.05,3910,"L2","Merit"
"C100994_3",100994,2017-01-01,79049,0.05,3952,"L2","Merit"
"C100994_4",100994,2018-01-01,84567,0.05,4228,"L2","Merit"
"C100994_5",100994,2019-01-01,86015,0.05,4301,"L2","Market Adjustment"
"C100994_6",100994,2020-01-01,85728,0.05,4286,"L2","Market Adjustment"
"C100994_7",100994,2021-01-01,86286,0.05,4314,"L2","Merit"
"C100994_8",100994,2022-01-01,91916,0.05,4596,"L2","Merit"
"C100994_9",100994,2023-01-01,95972,0.05,4799,"L2","Market Adjustment"
"C100994_10",100994,2024-01-01,103241,0.05,5162,"L2","Merit"
"C100994_11",100994,2025-01-01,98969,0.05,4948,"L2","Merit"
"C100994_12",100994,2026-01-01,92929,0.05,4646,"L2","Merit"
"C103504_1",103504,2015-01-01,64719,0.05,3236,"L2","Hire"
"C103504_2",103504,2016-01-01,67256,0.05,3363,"L2","Merit"
"C103504_3",103504,2017-01-01,69482,0.05,3474,"L2","Market Adjustment"
"C103504_4",103504,2018-01-01,71583,0.05,3579,"L2","Merit"
"C103504_5",103504,2019-01-01,72875,0.05,3644,"L2","Merit"
"C103504_6",103504,2020-01-01,79826,0.05,3991,"L2","Merit"
"C103504_7",103504,2021-01-01,73546,0.05,3677,"L2","Market Adjustment"
"C103504_8",103504,2022-01-01,74767,0.05,3738,"L2","Merit"
"C103504_9",103504,2023-01-01,94881,0.05,4744,"L2","Merit"
"C103504_10",103504,2024-01-01,99520,0.05,4976,"L2","Merit"
"C103504_11",103504,2025-01-01,94622,0.05,4731,"L2","Merit"
"C108100_1",108100,2015-01-01,73447,0.05,3672,"L2","Hire"
"C108100_2",108100,2016-01-01,75404,0.05,3770,"L2","Market Adjustment"
"C108100_3",108100,2017-01-01,81398,0.05,4070,"L2","Merit"
"C108100_4",108100,2018-01-01,80886,0.05,4044,"L2","Merit"
"C108100_5",108100,2019-01-01,79882,0.05,3994,"L2","Merit"
"C108100_6",108100,2020-01-01,88827,0.05,4441,"L2","Merit"
"C108100_7",108100,2021-01-01,80547,0.05,4027,"L2","Merit"
"C108100_8",108100,2022-01-01,87738,0.05,4387,"L2","Merit"
"C108100_9",108100,2023-01-01,93970,0.05,4698,"L2","Merit"
"C108100_10",108100,2024-01-01,106549,0.05,5327,"L2","Merit"
"C108100_11",108100,2025-01-01,98564,0.05,4928,"L2","Market Adjustment"
"C108100_12",108100,2026-01-01,93359,0.05,4668,"L2","Merit"
"C109529_1",109529,2015-01-01,88656,0.05,4433,"L2","Hire"
"C109529_2",109529,2016-01-01,93336,0.05,4667,"L2","Merit"
"C109529_3",109529,2017-01-01,98396,0.05,4920,"L2","Merit"
"C109529_4",109529,2018-01-01,97016,0.05,4851,"L2","Merit"
"C109529_5",109529,2019-01-01,101849,0.05,5092,"L2","Merit"
"C109529_6",109529,2020-01-01,114076,0.05,5704,"L2","Merit"
"C109529_7",109529,2021-01-01,105396,0.05,5270,"L2","Merit"
"C109529_8",109529,2022-01-01,113902,0.05,5695,"L2","Merit"
"C109529_9",109529,2023-01-01,100575,0.05,5029,"L2","Market Adjustment"
"C109529_10",109529,2024-01-01,110592,0.05,5530,"L2","Merit"
"C109529_11",109529,2025-01-01,124254,0.05,6213,"L2","Market Adjustment"
"C109529_12",109529,2026-01-01,123005,0.05,6150,"L2","Merit"
"C101238_1",101238,2015-01-01,89937,0.05,4497,"L2","Hire"
"C101238_2",101238,2016-01-01,92811,0.05,4641,"L2","Merit"
"C101238_3",101238,2017-01-01,95786,0.05,4789,"L2","Market Adjustment"
"C101238_4",101238,2018-01-01,105307,0.05,5265,"L2","Merit"
"C101238_5",101238,2019-01-01,110625,0.05,5531,"L2","Merit"
"C101238_6",101238,2020-01-01,115756,0.05,5788,"L2","Merit"
"C101238_7",101238,2021-01-01,107211,0.05,5361,"L2","Merit"
"C101238_8",101238,2022-01-01,127048,0.05,6352,"L2","Merit"
"C101238_9",101238,2023-01-01,116296,0.05,5815,"L2","Merit"
"C101238_10",101238,2024-01-01,117598,0.05,5880,"L2","Merit"
"C102284_1",102284,2015-01-01,70837,0.05,3542,"L2","Hire"
"C102284_2",102284,2016-01-01,72963,0.05,3648,"L2","Merit"
"C102284_3",102284,2017-01-01,78245,0.05,3912,"L2","Merit"
"C102284_4",102284,2018-01-01,80542,0.05,4027,"L2","Merit"
"C102284_5",102284,2019-01-01,82446,0.05,4122,"L2","Merit"
"C102284_6",102284,2020-01-01,81571,0.05,4079,"L2","Market Adjustment"
"C102284_7",102284,2021-01-01,90876,0.05,4544,"L2","Merit"
"C102284_8",102284,2022-01-01,96253,0.05,4813,"L2","Merit"
"C102284_9",102284,2023-01-01,98786,0.05,4939,"L2","Merit"
"C102284_10",102284,2024-01-01,83821,0.05,4191,"L2","Merit"
"C102284_11",102284,2025-01-01,94566,0.05,4728,"L2","Merit"
"C104557_1",104557,2015-01-01,75471,0.05,3774,"L2","Hire"
"C104557_2",104557,2016-01-01,78669,0.05,3933,"L2","Merit"
"C104557_3",104557,2017-01-01,77859,0.05,3893,"L2","Merit"
"C104557_4",104557,2018-01-01,82113,0.05,4106,"L2","Merit"
"C104557_5",104557,2019-01-01,92288,0.05,4614,"L2","Merit"
"C104557_6",104557,2020-01-01,89966,0.05,4498,"L2","Merit"
"C104557_7",104557,2021-01-01,98674,0.05,4934,"L2","Merit"
"C104557_8",104557,2022-01-01,99596,0.05,4980,"L2","Merit"
"C104557_9",104557,2023-01-01,106969,0.05,5348,"L2","Merit"
"C104557_10",104557,2024-01-01,87574,0.05,4379,"L2","Market Adjustment"
"C104557_11",104557,2025-01-01,98422,0.05,4921,"L2","Merit"
"C104557_12",104557,2026-01-01,115809,0.05,5790,"L2","Market Adjustment"
"C109080_1",109080,2015-01-01,77099,0.05,3855,"L2","Hire"
"C109080_2",109080,2016-01-01,79252,0.05,3963,"L2","Market Adjustment"
"C109080_3",109080,2017-01-01,79579,0.05,3979,"L2","Merit"
"C109080_4",109080,2018-01-01,83994,0.05,4200,"L2","Merit"
"C109080_5",109080,2019-01-01,93567,0.05,4678,"L2","Market Adjustment"
"C109080_6",109080,2020-01-01,97694,0.05,4885,"L2","Market Adjustment"
"C109080_7",109080,2021-01-01,88667,0.05,4433,"L2","Merit"
"C109080_8",109080,2022-01-01,85584,0.05,4279,"L2","Merit"
"C109080_9",109080,2023-01-01,100536,0.05,5027,"L2","Merit"
"C109080_10",109080,2024-01-01,124137,0.05,6207,"L2","Merit"
"C109080_11",109080,2025-01-01,127392,0.05,6370,"L2","Merit"
"C109080_12",109080,2026-01-01,101404,0.05,5070,"L2","Merit"
"C104281_1",104281,2015-01-01,77303,0.05,3865,"L2","Hire"
"C104281_2",104281,2016-01-01,80115,0.05,4006,"L2","Merit"
"C104281_3",104281,2017-01-01,79645,0.05,3982,"L2","Market Adjustment"
"C104281_4",104281,2018-01-01,90687,0.05,4534,"L2","Merit"
"C104281_5",104281,2019-01-01,91789,0.05,4589,"L2","Merit"
"C104281_6",104281,2020-01-01,87638,0.05,4382,"L2","Merit"
"C104281_7",104281,2021-01-01,86765,0.05,4338,"L2","Market Adjustment"
"C104281_8",104281,2022-01-01,99892,0.05,4995,"L2","Market Adjustment"
"C104281_9",104281,2023-01-01,92437,0.05,4622,"L2","Merit"
"C104281_10",104281,2024-01-01,112975,0.05,5649,"L2","Market Adjustment"
"C104281_11",104281,2025-01-01,99449,0.05,4972,"L2","Merit"
"C104281_12",104281,2026-01-01,130141,0.05,6507,"L2","Merit"
"C108086_1",108086,2015-01-01,81201,0.05,4060,"L2","Hire"
"C108086_2",108086,2016-01-01,84116,0.05,4206,"L2","Merit"
"C108086_3",108086,2017-01-01,85014,0.05,4251,"L2","Market Adjustment"
"C108086_4",108086,2018-01-01,95145,0.05,4757,"L2","Market Adjustment"
"C108086_5",108086,2019-01-01,91384,0.05,4569,"L2","Merit"
"C108086_6",108086,2020-01-01,90508,0.05,4525,"L2","Merit"
"C108086_7",108086,2021-01-01,101678,0.05,5084,"L2","Merit"
"C108086_8",108086,2022-01-01,90981,0.05,4549,"L2","Merit"
