"SurveyResponseID","EmployeeID","SurveyDate","EngagementScore","ManagerEffectivenessScore","InclusionScore","IntentToStayScore","SurveyParticipationFlag"
"S202503_102195",102195,2025-03-31,4,3.7,3.2,2.9,"Yes"
"S202503_106406",106406,2025-03-31,3.7,3.8,3.9,3,"Yes"
"S202503_102837",102837,2025-03-31,3.7,3.8,3.9,4,"Yes"
"S202503_100396",100396,2025-03-31,4.6,3.9,4.2,3.4,"Yes"
"S202503_108166",108166,2025-03-31,2.9,2.8,4.3,3.7,"Yes"
"S202503_108794",108794,2025-03-31,5,3.5,4.4,4.6,"Yes"
"S202503_105010",105010,2025-03-31,4.1,4.2,4.5,5,"Yes"
"S202503_108835",108835,2025-03-31,3.1,3.6,4.3,4.5,"Yes"
"S202503_109355",109355,2025-03-31,3.1,4.4,3.1,3.4,"Yes"
"S202503_101499",101499,2025-03-31,3.5,4.3,4.4,3.1,"Yes"
"S202503_109254",109254,2025-03-31,4.4,3.1,4.4,2.4,"Yes"
"S202503_106906",106906,2025-03-31,5,4.9,4.1,2.8,"Yes"
"S202503_101467",101467,2025-03-31,2.8,3.5,4.5,3.7,"Yes"
"S202503_107901",107901,2025-03-31,2.9,3.8,3.8,5,"Yes"
"S202503_102614",102614,2025-03-31,4.4,3.5,4.2,4.3,"Yes"
"S202503_101627",101627,2025-03-31,4.1,3.7,4.4,3.2,"Yes"
"S202503_102684",102684,2025-03-31,3.9,4.2,3.6,3,"Yes"
"S202503_107470",107470,2025-03-31,3.8,4,4.2,5,"Yes"
"S202503_102144",102144,2025-03-31,3.3,4.7,3.5,4.4,"Yes"
"S202503_102067",102067,2025-03-31,2.8,4.4,4,4,"Yes"
"S202503_104374",104374,2025-03-31,3.7,4.4,4.3,2.4,"Yes"
"S202503_105915",105915,2025-03-31,3.6,4,4.2,4.1,"Yes"
"S202503_108701",108701,2025-03-31,4.7,4.2,4.4,2.9,"Yes"
"S202503_103492",103492,2025-03-31,3.6,4.6,3.5,2.8,"Yes"
"S202503_100518",100518,2025-03-31,3.8,4.5,3.9,3.9,"Yes"
"S202503_100622",100622,2025-03-31,3.2,4.3,3.8,4.8,"Yes"
"S202503_103278",103278,2025-03-31,4.4,3.1,3.9,4,"Yes"
"S202503_109875",109875,2025-03-31,4,4,3.9,3.5,"Yes"
"S202503_101318",101318,2025-03-31,4.2,4.2,4.3,3.7,"Yes"
"S202503_100802",100802,2025-03-31,4.1,3.9,4.5,2.9,"Yes"
"S202503_104797",104797,2025-03-31,3.6,5,3.6,2.9,"Yes"
"S202503_101412",101412,2025-03-31,4.1,4.3,4.5,3.3,"Yes"
"S202503_107545",107545,2025-03-31,3.4,4.6,4.5,3.2,"Yes"
"S202503_104579",104579,2025-03-31,3.6,3.4,3.8,3.1,"Yes"
"S202503_107194",107194,2025-03-31,3.8,3.8,3.7,3.4,"Yes"
"S202503_105227",105227,2025-03-31,4.6,4.3,4.6,3,"Yes"
"S202503_105276",105276,2025-03-31,4.5,3.9,4.2,5,"Yes"
"S202503_103194",103194,2025-03-31,3.4,4.6,3.1,3.9,"Yes"
"S202503_104092",104092,2025-03-31,3.7,3.8,3.4,3.7,"Yes"
"S202503_100945",100945,2025-03-31,3.8,3,4.1,3.4,"Yes"
"S202503_103406",103406,2025-03-31,4.4,4.7,3.9,2.6,"Yes"
"S202503_103348",103348,2025-03-31,2.7,4.2,3.5,3.7,"Yes"
"S202503_106213",106213,2025-03-31,3.9,3.9,5,4.2,"Yes"
"S202503_104043",104043,2025-03-31,3.8,2.8,4.2,2.8,"Yes"
"S202503_101278",101278,2025-03-31,5,2.2,3.6,5,"Yes"
"S202503_109436",109436,2025-03-31,3.6,4.5,3.8,3.5,"Yes"
"S202503_108235",108235,2025-03-31,3.6,3.5,3.9,2.9,"Yes"
"S202503_107002",107002,2025-03-31,4.4,4.6,4.5,2.2,"Yes"
"S202503_105187",105187,2025-03-31,5,3.7,3.9,3.7,"Yes"
"S202503_107779",107779,2025-03-31,3.1,2.6,3.7,3.7,"Yes"
"S202503_105096",105096,2025-03-31,3.2,4.5,4.2,3.9,"Yes"
"S202503_109516",109516,2025-03-31,3.6,4.6,4.3,4.2,"Yes"
"S202503_104389",104389,2025-03-31,4,3.7,3.9,3.1,"Yes"
"S202503_102520",102520,2025-03-31,4.2,5,3.8,3.4,"Yes"
"S202503_102108",102108,2025-03-31,3.3,3.9,3.9,4.4,"Yes"
"S202503_107660",107660,2025-03-31,3.3,4.1,3.6,4,"Yes"
"S202503_109701",109701,2025-03-31,4,5,4.6,3.5,"Yes"
"S202503_109595",109595,2025-03-31,2.8,3.3,4.8,3.7,"Yes"
"S202503_106465",106465,2025-03-31,3.6,3.5,4.1,4.4,"Yes"
"S202503_101978",101978,2025-03-31,4.1,3.8,3.4,4.7,"Yes"
"S202503_105074",105074,2025-03-31,3.8,2.9,3.8,4,"Yes"
"S202503_103448",103448,2025-03-31,3.8,4.2,3.9,2.8,"Yes"
"S202503_107126",107126,2025-03-31,3,4.7,4.2,3.8,"Yes"
"S202503_108006",108006,2025-03-31,3.6,3.7,4.2,2.7,"Yes"
"S202503_101514",101514,2025-03-31,3.9,3.7,4.2,2.8,"Yes"
"S202503_105532",105532,2025-03-31,3.4,3.5,4.3,4,"Yes"
"S202503_108861",108861,2025-03-31,4.1,4,3.9,3.3,"Yes"
"S202503_103021",103021,2025-03-31,3.4,4,4,2.4,"Yes"
"S202503_107384",107384,2025-03-31,4.6,3.9,5,4.3,"Yes"
"S202503_102459",102459,2025-03-31,3.9,3.9,4.4,4.7,"Yes"
"S202503_109998",109998,2025-03-31,5,4.1,3.8,4,"Yes"
"S202503_105045",105045,2025-03-31,4.5,4.1,3.9,4.9,"Yes"
"S202503_103484",103484,2025-03-31,4.8,4,4.2,4.6,"Yes"
"S202503_105181",105181,2025-03-31,4.5,4.2,4,3.1,"Yes"
"S202503_104776",104776,2025-03-31,4.5,3,4.1,3.1,"Yes"
"S202503_102192",102192,2025-03-31,3.5,2.7,3.7,3.9,"Yes"
"S202503_100315",100315,2025-03-31,3.7,3.8,3.7,4.2,"Yes"
"S202503_109425",109425,2025-03-31,4.9,4.4,4.7,2.9,"Yes"
"S202503_109442",109442,2025-03-31,4.3,3.3,4.5,2.7,"Yes"
"S202503_103874",103874,2025-03-31,3.7,4.4,4.7,3.8,"Yes"
"S202503_109042",109042,2025-03-31,3.3,3.6,3.5,3,"Yes"
"S202503_105391",105391,2025-03-31,4.5,3.7,3.5,4.1,"Yes"
"S202503_108650",108650,2025-03-31,3.4,3.4,4.1,3.9,"Yes"
"S202503_101951",101951,2025-03-31,4.3,4,3.6,2.8,"Yes"
"S202503_106900",106900,2025-03-31,3.4,4,4,4.8,"Yes"
"S202503_106140",106140,2025-03-31,3.6,3.4,3.1,4.6,"Yes"
"S202503_102493",102493,2025-03-31,3.8,4.8,3.1,4.1,"Yes"
"S202503_104568",104568,2025-03-31,4.9,3.4,4.5,3.9,"Yes"
"S202503_102092",102092,2025-03-31,2.7,3.6,3.3,4,"Yes"
"S202503_100970",100970,2025-03-31,3.7,3.1,5,4.4,"Yes"
"S202503_102475",102475,2025-03-31,3.6,4.4,3.5,4.1,"Yes"
"S202503_107336",107336,2025-03-31,3.4,3.8,4.2,3.4,"Yes"
"S202503_107781",107781,2025-03-31,4.9,4.2,4.6,4.1,"Yes"
"S202503_100603",100603,2025-03-31,4.1,3.7,3.7,3.3,"Yes"
"S202503_103947",103947,2025-03-31,4.1,3.3,4.2,3.9,"Yes"
"S202503_100100",100100,2025-03-31,4.3,3.9,4.5,3.7,"Yes"
"S202503_100245",100245,2025-03-31,3.7,4.6,5,4.5,"Yes"
"S202503_106325",106325,2025-03-31,3.8,4,3.9,4.2,"Yes"
"S202503_105267",105267,2025-03-31,3.7,4.3,4,3.9,"Yes"
"S202503_101517",101517,2025-03-31,3.2,4.5,3.8,4.6,"Yes"
"S202503_104626",104626,2025-03-31,4.8,4.1,4.6,3.2,"Yes"
"S202503_103217",103217,2025-03-31,3.2,4.7,3.4,2.8,"Yes"
"S202503_102035",102035,2025-03-31,4.1,4,4.3,4,"Yes"
"S202503_105496",105496,2025-03-31,3.6,3.6,3.9,3.3,"Yes"
"S202503_107548",107548,2025-03-31,3.2,3.7,4.2,3.5,"Yes"
"S202503_104652",104652,2025-03-31,4.6,4,3.9,3.3,"Yes"
"S202503_105870",105870,2025-03-31,3.7,4.2,4.6,4.1,"Yes"
"S202503_103241",103241,2025-03-31,4.2,3.7,4.4,4.9,"Yes"
"S202503_108594",108594,2025-03-31,4.5,3.5,3.5,3.1,"Yes"
"S202503_107347",107347,2025-03-31,3.6,3.8,4.3,3,"Yes"
"S202503_108471",108471,2025-03-31,3.9,3.6,3.7,4.1,"Yes"
"S202503_103048",103048,2025-03-31,3,3.9,2.7,4.1,"Yes"
"S202503_102816",102816,2025-03-31,5,3.8,4.1,3.4,"Yes"
"S202503_100969",100969,2025-03-31,3.5,3.9,4.4,4.4,"Yes"
"S202503_104160",104160,2025-03-31,4.5,2.8,5,3.9,"Yes"
"S202503_100988",100988,2025-03-31,2.9,4.9,4,4.8,"Yes"
"S202503_107393",107393,2025-03-31,5,5,3.6,4,"Yes"
"S202503_102117",102117,2025-03-31,3.5,3.7,3.7,4.6,"Yes"
"S202503_106525",106525,2025-03-31,3.4,4,4.7,3.7,"Yes"
"S202503_106913",106913,2025-03-31,3.6,5,4.1,3,"Yes"
"S202503_108070",108070,2025-03-31,3.6,3.3,3.6,3.4,"Yes"
"S202503_107233",107233,2025-03-31,3.6,5,5,3.5,"Yes"
"S202503_106789",106789,2025-03-31,2.6,3.3,4.4,4.9,"Yes"
"S202503_100861",100861,2025-03-31,4.3,5,2.9,4.8,"Yes"
"S202503_102683",102683,2025-03-31,4.1,4,3.5,4.3,"Yes"
"S202503_103557",103557,2025-03-31,3.6,4.4,4.1,4.9,"Yes"
"S202503_107829",107829,2025-03-31,5,3.5,4,3.5,"Yes"
"S202503_107923",107923,2025-03-31,4.3,4,4,2.4,"Yes"
"S202503_102577",102577,2025-03-31,3.7,5,4.4,4.4,"Yes"
"S202503_109230",109230,2025-03-31,3.5,4,3.4,3.9,"Yes"
"S202503_109930",109930,2025-03-31,3.5,3.6,3.1,3.9,"Yes"
"S202503_104962",104962,2025-03-31,4.2,3.8,3.8,3.3,"Yes"
"S202503_105592",105592,2025-03-31,3.5,4.3,3.2,3.7,"Yes"
"S202503_108477",108477,2025-03-31,3.1,3.2,3.8,4.8,"Yes"
"S202503_109340",109340,2025-03-31,3.9,4.5,3.3,4.1,"Yes"
"S202503_104876",104876,2025-03-31,4.7,3.1,3.9,3.7,"Yes"
"S202503_107564",107564,2025-03-31,4,3.7,3.8,3.4,"Yes"
"S202503_107895",107895,2025-03-31,3.7,3.1,4.8,4.3,"Yes"
"S202503_101668",101668,2025-03-31,4.1,4.2,3.9,3,"Yes"
"S202503_108547",108547,2025-03-31,4.8,3.5,4,2.2,"Yes"
"S202503_109479",109479,2025-03-31,4,4.8,3.5,4.3,"Yes"
"S202503_101186",101186,2025-03-31,4.5,3.2,3.7,4,"Yes"
"S202503_109046",109046,2025-03-31,3.4,4.2,4.6,3.9,"Yes"
"S202503_101511",101511,2025-03-31,4.5,4.1,4.6,3.5,"Yes"
"S202503_102224",102224,2025-03-31,4.9,4.2,3.1,3.5,"Yes"
"S202503_104511",104511,2025-03-31,2.8,5,3.9,3.6,"Yes"
"S202503_107743",107743,2025-03-31,3.4,3.5,4.2,4,"Yes"
"S202503_108868",108868,2025-03-31,4.5,3.2,4.3,5,"Yes"
"S202503_104066",104066,2025-03-31,4.3,3.8,3.7,3.2,"Yes"
"S202503_102333",102333,2025-03-31,3.1,4,4.4,3.2,"Yes"
"S202503_107647",107647,2025-03-31,3.7,3.9,3.4,3.2,"Yes"
"S202503_103124",103124,2025-03-31,3.4,4.5,4,3.4,"Yes"
"S202503_109549",109549,2025-03-31,2.9,3.6,4,3.5,"Yes"
"S202503_109755",109755,2025-03-31,4.5,3.9,5,4.6,"Yes"
"S202503_101380",101380,2025-03-31,4.1,3.6,3.7,3.4,"Yes"
"S202503_103332",103332,2025-03-31,3.2,3.5,4.4,4.1,"Yes"
"S202503_106070",106070,2025-03-31,4.7,4.7,4.3,3.7,"Yes"
"S202503_104162",104162,2025-03-31,3.8,3.3,3.7,3.9,"Yes"
"S202503_103039",103039,2025-03-31,4.5,3.6,4,3.8,"Yes"
"S202503_108866",108866,2025-03-31,3.9,2.9,4.4,3.1,"Yes"
"S202503_103398",103398,2025-03-31,3.4,4.5,4.6,4.4,"Yes"
"S202503_100888",100888,2025-03-31,3.3,4.3,4.5,4.3,"Yes"
"S202503_104765",104765,2025-03-31,3.1,4,4.1,3.9,"Yes"
"S202503_109066",109066,2025-03-31,4.7,3.7,3.5,3,"Yes"
"S202503_100825",100825,2025-03-31,3.1,4.1,3.6,5,"Yes"
"S202503_100060",100060,2025-03-31,4.3,3,4.3,4.6,"Yes"
"S202503_102421",102421,2025-03-31,3.5,4.5,4.2,4.2,"Yes"
"S202503_109259",109259,2025-03-31,4.1,3.2,4.5,4.4,"Yes"
"S202503_105448",105448,2025-03-31,2.5,2.7,4,4.6,"Yes"
"S202503_104946",104946,2025-03-31,3.1,3.8,4.4,3.8,"Yes"
"S202503_108817",108817,2025-03-31,5,3.4,4.2,2.1,"Yes"
"S202503_107458",107458,2025-03-31,4.8,4.5,3.7,4,"Yes"
"S202503_100784",100784,2025-03-31,4.3,4.5,4.4,3.3,"Yes"
"S202503_105041",105041,2025-03-31,3.9,4.6,3.8,4.9,"Yes"
"S202503_105851",105851,2025-03-31,3,3.7,3.7,2.7,"Yes"
"S202503_106610",106610,2025-03-31,4,4.1,3.8,4.1,"Yes"
"S202503_108205",108205,2025-03-31,4.8,4.2,4.7,3.4,"Yes"
"S202503_103198",103198,2025-03-31,3.8,4.2,3.3,3.2,"Yes"
"S202503_104010",104010,2025-03-31,2.8,3.3,4.3,4.9,"Yes"
"S202503_103176",103176,2025-03-31,4.4,4,4.3,3.4,"Yes"
"S202503_108049",108049,2025-03-31,4.5,3.1,3.7,3,"Yes"
"S202503_107692",107692,2025-03-31,2.5,3.6,4.3,4.6,"Yes"
"S202503_101092",101092,2025-03-31,3.7,3.7,3.3,4.2,"Yes"
"S202503_103836",103836,2025-03-31,4.5,4.1,3.9,3.7,"Yes"
"S202503_104438",104438,2025-03-31,3.3,4.1,3.1,3.5,"Yes"
"S202503_101266",101266,2025-03-31,2.6,3.5,4.3,5,"Yes"
"S202503_109003",109003,2025-03-31,4.1,3.2,4.4,4.4,"Yes"
"S202503_102362",102362,2025-03-31,4.4,5,4.2,3.9,"Yes"
"S202503_104275",104275,2025-03-31,3,5,3.7,2.9,"Yes"
"S202503_102274",102274,2025-03-31,3,3.8,3,2.6,"Yes"
"S202503_106101",106101,2025-03-31,3.6,3.2,3.2,3.8,"Yes"
"S202503_106389",106389,2025-03-31,3.7,4.2,4.2,5,"Yes"
"S202503_104187",104187,2025-03-31,4.2,3.8,4.4,2.6,"Yes"
"S202503_107103",107103,2025-03-31,4.4,3.8,3.8,3.1,"Yes"
"S202503_101135",101135,2025-03-31,4.2,4.3,3.4,2.5,"Yes"
"S202503_101224",101224,2025-03-31,3.6,3.3,2.9,4,"Yes"
"S202503_100073",100073,2025-03-31,4.7,3.3,3.9,4.5,"Yes"
"S202503_104364",104364,2025-03-31,3.4,4.2,3.9,2.6,"Yes"
"S202503_101002",101002,2025-03-31,4.4,3.8,4.1,4.2,"Yes"
"S202503_108707",108707,2025-03-31,3.5,4.6,4.7,3.8,"Yes"
"S202503_103647",103647,2025-03-31,3.2,3.8,3.9,4,"Yes"
"S202503_108292",108292,2025-03-31,3.9,4,4.1,2.9,"Yes"
"S202503_108463",108463,2025-03-31,4,3.7,4.1,2.3,"Yes"
"S202503_108451",108451,2025-03-31,4.4,4.2,4.5,2.9,"Yes"
"S202503_106264",106264,2025-03-31,1.8,2.6,4.7,2.8,"Yes"
"S202503_107466",107466,2025-03-31,4.8,4.1,3.9,2.9,"Yes"
"S202503_101117",101117,2025-03-31,3.9,2.5,3.4,2.4,"Yes"
"S202503_103327",103327,2025-03-31,4.3,3.7,3.6,3.8,"Yes"
"S202503_102336",102336,2025-03-31,4.5,3.9,4,2.7,"Yes"
"S202503_106848",106848,2025-03-31,4.5,4.1,3.3,5,"Yes"
"S202503_100768",100768,2025-03-31,4,3.2,3.5,4,"Yes"
"S202503_102287",102287,2025-03-31,2.5,3.4,3.5,4.7,"Yes"
"S202503_108619",108619,2025-03-31,2.4,4.7,3.3,2.6,"Yes"
"S202503_106717",106717,2025-03-31,4.5,5,3.8,4.6,"Yes"
"S202503_104116",104116,2025-03-31,4,4.3,3.9,3.2,"Yes"
"S202503_106121",106121,2025-03-31,4.5,4,4,1.7,"Yes"
"S202503_108644",108644,2025-03-31,3.3,3.8,3.9,3.6,"Yes"
"S202503_109847",109847,2025-03-31,3.3,4.5,3.7,2.8,"Yes"
"S202503_106529",106529,2025-03-31,3.3,3.1,3.7,2.6,"Yes"
"S202503_103405",103405,2025-03-31,4.3,3.4,4.7,4.4,"Yes"
"S202503_101420",101420,2025-03-31,2.9,4.2,4.3,3,"Yes"
"S202503_109391",109391,2025-03-31,3.6,2.9,3.5,4.3,"Yes"
"S202503_107809",107809,2025-03-31,3.7,3.9,3.9,3.3,"Yes"
"S202503_108916",108916,2025-03-31,4.7,4.4,3.6,2,"Yes"
"S202503_100960",100960,2025-03-31,3.9,4.1,4.2,4.9,"Yes"
"S202503_102782",102782,2025-03-31,3.1,4.7,4.2,3.4,"Yes"
"S202503_108331",108331,2025-03-31,3.3,4,4.6,2.7,"Yes"
"S202503_101812",101812,2025-03-31,3.8,3.9,4.2,2.5,"Yes"
"S202503_103995",103995,2025-03-31,4,3.9,4.1,3,"Yes"
"S202503_105737",105737,2025-03-31,3.2,4.5,3.4,4.6,"Yes"
"S202503_106794",106794,2025-03-31,3.7,4.9,3.4,3.2,"Yes"
"S202503_104210",104210,2025-03-31,2.4,4,3.8,4,"Yes"
"S202503_102461",102461,2025-03-31,3.8,3.6,3.7,2.7,"Yes"
"S202503_106299",106299,2025-03-31,4.1,4,4.8,3.4,"Yes"
"S202503_107718",107718,2025-03-31,3.4,3.8,3.7,4.5,"Yes"
"S202503_105703",105703,2025-03-31,3.5,4.1,3.7,4.2,"Yes"
"S202503_106117",106117,2025-03-31,3.4,2.8,2.9,5,"Yes"
"S202503_106503",106503,2025-03-31,3.1,4.6,4.4,3.4,"Yes"
"S202503_102839",102839,2025-03-31,3.9,3.6,3,3.9,"Yes"
"S202503_109651",109651,2025-03-31,3.3,4,3.7,3.1,"Yes"
"S202503_103245",103245,2025-03-31,2.9,3.8,3.8,3.8,"Yes"
"S202503_101805",101805,2025-03-31,3.8,5,4.1,4.4,"Yes"
"S202503_107380",107380,2025-03-31,2.8,4.3,4.7,3.3,"Yes"
"S202503_105308",105308,2025-03-31,3.5,3.4,3.9,4.7,"Yes"
"S202503_109153",109153,2025-03-31,3.8,3.7,3.4,3.7,"Yes"
"S202503_109458",109458,2025-03-31,4.7,3,3.7,5,"Yes"
"S202503_106277",106277,2025-03-31,4.2,3.2,3.8,3.9,"Yes"
"S202503_103720",103720,2025-03-31,3.4,3.7,4.5,3.9,"Yes"
"S202503_106725",106725,2025-03-31,3.9,4.7,4.4,3.6,"Yes"
"S202503_108562",108562,2025-03-31,3.1,3.9,5,5,"Yes"
"S202503_109626",109626,2025-03-31,3,3.2,3.8,3.7,"Yes"
"S202503_105343",105343,2025-03-31,3.9,4.2,2.8,4.8,"Yes"
"S202503_108514",108514,2025-03-31,3.4,3.8,3.4,3.4,"Yes"
"S202503_109656",109656,2025-03-31,4.5,3.7,4.2,2.5,"Yes"
"S202503_100581",100581,2025-03-31,4.8,4.7,3.3,4.1,"Yes"
"S202503_106092",106092,2025-03-31,3.2,4.2,2.9,4.7,"Yes"
"S202503_104058",104058,2025-03-31,2.9,3.9,4.3,3.5,"Yes"
"S202503_106533",106533,2025-03-31,4.4,4,3.6,4.4,"Yes"
"S202503_106661",106661,2025-03-31,3.5,3.6,4.5,3.6,"Yes"
"S202503_106710",106710,2025-03-31,4.1,3.3,4.4,2.8,"Yes"
"S202503_108023",108023,2025-03-31,3.6,4.4,3.8,3.4,"Yes"
"S202503_109408",109408,2025-03-31,3.2,4.2,5,3.5,"Yes"
"S202503_102985",102985,2025-03-31,3.7,2.8,4,5,"Yes"
"S202503_104046",104046,2025-03-31,4.6,4.1,3.3,4.5,"Yes"
"S202503_106352",106352,2025-03-31,4.1,3.8,4.9,3.4,"Yes"
"S202503_107175",107175,2025-03-31,4.4,2.9,4,3.5,"Yes"
"S202503_105081",105081,2025-03-31,4,3.7,3.7,3.1,"Yes"
"S202503_105263",105263,2025-03-31,3.4,4,4.4,3,"Yes"
"S202503_107326",107326,2025-03-31,1.9,4.2,4.6,3.9,"Yes"
"S202503_103120",103120,2025-03-31,5,3.2,3.5,3,"Yes"
"S202503_101168",101168,2025-03-31,4.5,4.1,3.3,4.5,"Yes"
"S202503_105256",105256,2025-03-31,3.9,4,3.5,2.9,"Yes"
"S202503_100013",100013,2025-03-31,3.1,3.4,3.5,3.5,"Yes"
"S202503_101694",101694,2025-03-31,3.3,2.9,3.9,3.7,"Yes"
"S202503_103389",103389,2025-03-31,3.1,3.2,3.9,3.9,"Yes"
"S202503_109558",109558,2025-03-31,4.5,4,4.3,3.4,"Yes"
"S202503_100982",100982,2025-03-31,2.8,4.3,3.9,3.8,"Yes"
"S202503_101321",101321,2025-03-31,4.4,3.5,3.8,1.8,"Yes"
"S202503_101214",101214,2025-03-31,3.1,3.9,3.2,4,"Yes"
"S202503_100873",100873,2025-03-31,4.3,4,4.2,3.8,"Yes"
"S202503_103676",103676,2025-03-31,2.9,3.6,4.5,2.4,"Yes"
"S202503_103952",103952,2025-03-31,4.8,4.9,3.9,4.1,"Yes"
"S202503_103987",103987,2025-03-31,4.7,4.4,3.7,3.8,"Yes"
"S202503_106251",106251,2025-03-31,4,5,4,3.1,"Yes"
"S202503_100358",100358,2025-03-31,4.5,4,4,4.2,"Yes"
"S202503_108198",108198,2025-03-31,2.7,4,3.9,4,"Yes"
"S202503_104619",104619,2025-03-31,3.7,4.5,4.3,3.4,"Yes"
"S202503_109030",109030,2025-03-31,4.3,3.6,4.5,4.6,"Yes"
"S202503_109802",109802,2025-03-31,4.3,4,4.5,3.1,"Yes"
"S202503_105893",105893,2025-03-31,3.2,3.8,4.2,3.4,"Yes"
"S202503_100252",100252,2025-03-31,3.1,4.4,3.9,2.8,"Yes"
"S202503_107199",107199,2025-03-31,4.9,5,3.7,2.7,"Yes"
"S202503_106909",106909,2025-03-31,4.5,4,4.1,4,"Yes"
"S202503_106237",106237,2025-03-31,4.1,4.8,4.2,4.4,"Yes"
"S202503_102832",102832,2025-03-31,3,4.3,3.5,2.7,"Yes"
"S202503_101121",101121,2025-03-31,3.4,4.3,4.8,3.7,"Yes"
"S202503_102171",102171,2025-03-31,3.4,2.7,3.3,2.6,"Yes"
"S202503_105775",105775,2025-03-31,3.2,4.3,4.2,3.1,"Yes"
"S202503_101811",101811,2025-03-31,3.7,3.9,3.4,3.9,"Yes"
"S202503_104398",104398,2025-03-31,3.2,3.5,3.5,2.7,"Yes"
"S202503_104011",104011,2025-03-31,3.9,3.9,3.8,4.3,"Yes"
"S202503_107387",107387,2025-03-31,2.8,2.1,4.1,3.5,"Yes"
"S202503_103003",103003,2025-03-31,3.1,4,4.2,2.8,"Yes"
"S202503_102947",102947,2025-03-31,5,4.3,3,4,"Yes"
"S202503_109159",109159,2025-03-31,3,3.8,4.2,4,"Yes"
"S202503_104005",104005,2025-03-31,3.8,3.2,3.9,2.9,"Yes"
"S202503_109268",109268,2025-03-31,2.9,4.2,4.7,4.2,"Yes"
"S202503_106641",106641,2025-03-31,1.4,3.8,4.1,3.4,"Yes"
"S202503_100012",100012,2025-03-31,3.3,4.1,4.4,1.6,"Yes"
"S202503_107303",107303,2025-03-31,3.4,4.4,4.7,3,"Yes"
"S202503_107453",107453,2025-03-31,4.1,4.6,3.6,3.7,"Yes"
"S202503_104226",104226,2025-03-31,3.8,3.2,4.7,4.2,"Yes"
"S202503_105067",105067,2025-03-31,4.1,4.2,4.4,2.8,"Yes"
"S202503_103665",103665,2025-03-31,4.7,3.5,3.9,3.6,"Yes"
"S202503_107859",107859,2025-03-31,2.3,4.3,4.2,4.9,"Yes"
"S202503_108484",108484,2025-03-31,4.8,4.6,4.1,3.8,"Yes"
"S202503_108987",108987,2025-03-31,2.7,3.5,3.6,4.6,"Yes"
"S202503_109931",109931,2025-03-31,3.6,3.9,3.8,4.1,"Yes"
"S202503_109177",109177,2025-03-31,3.8,3.2,3.4,4.1,"Yes"
"S202503_105292",105292,2025-03-31,4.1,4.4,4,4.3,"Yes"
"S202503_107162",107162,2025-03-31,3.1,3.7,4.3,5,"Yes"
"S202503_100059",100059,2025-03-31,4,3.5,3.9,3.5,"Yes"
"S202503_105920",105920,2025-03-31,3.4,2.9,4.1,4.7,"Yes"
"S202503_100135",100135,2025-03-31,3.9,3.4,4.7,3.6,"Yes"
"S202503_101720",101720,2025-03-31,3.3,5,4,4,"Yes"
"S202503_102506",102506,2025-03-31,4.1,4.3,4.3,2.1,"Yes"
"S202503_108029",108029,2025-03-31,3.8,4.7,3.7,4.2,"Yes"
"S202503_109799",109799,2025-03-31,3.4,3.8,3.6,2.7,"Yes"
"S202503_104045",104045,2025-03-31,4.4,4.3,3.9,5,"Yes"
"S202503_108278",108278,2025-03-31,3.6,4.5,4.6,3,"Yes"
"S202503_103261",103261,2025-03-31,3.9,4.7,4.2,3.3,"Yes"
"S202503_103882",103882,2025-03-31,3.3,3.5,4.4,4.5,"Yes"
"S202503_100259",100259,2025-03-31,4.5,4.4,2.8,4.6,"Yes"
"S202503_102542",102542,2025-03-31,4,4.4,3.9,3.2,"Yes"
"S202503_106708",106708,2025-03-31,3.9,3.2,3.8,4.1,"Yes"
"S202503_106329",106329,2025-03-31,3.6,3.2,4.2,4.8,"Yes"
"S202503_102311",102311,2025-03-31,3.9,4.9,3.9,3.4,"Yes"
"S202503_104237",104237,2025-03-31,3.4,4.2,4.1,4,"Yes"
"S202503_104301",104301,2025-03-31,3.4,4,3.2,3.8,"Yes"
"S202503_104718",104718,2025-03-31,4.1,3.7,4.1,4.9,"Yes"
"S202503_105450",105450,2025-03-31,2.6,2.7,3.9,4.9,"Yes"
"S202503_109364",109364,2025-03-31,4.2,3.8,3.7,4.7,"Yes"
"S202503_106673",106673,2025-03-31,5,4.6,4.1,4.1,"Yes"
"S202503_108487",108487,2025-03-31,4,4.4,4,3.7,"Yes"
"S202503_106742",106742,2025-03-31,3,3.7,3.1,4.6,"Yes"
"S202503_104576",104576,2025-03-31,5,3.6,4.4,5,"Yes"
"S202503_104361",104361,2025-03-31,4.7,4.6,4.5,2.8,"Yes"
"S202503_101084",101084,2025-03-31,4.3,3.4,4.1,4.7,"Yes"
"S202503_104102",104102,2025-03-31,3.3,3.7,3.4,4.3,"Yes"
"S202503_108561",108561,2025-03-31,3.7,3.7,4.3,2.7,"Yes"
"S202503_107862",107862,2025-03-31,4.9,4.8,3.9,3.8,"Yes"
"S202503_107382",107382,2025-03-31,3.7,3.5,4.7,3.6,"Yes"
"S202503_104213",104213,2025-03-31,3.7,3.5,4.1,3.2,"Yes"
"S202503_100340",100340,2025-03-31,4.3,3.3,5,4.1,"Yes"
"S202503_100641",100641,2025-03-31,3.1,3.9,3.9,2.5,"Yes"
"S202503_107745",107745,2025-03-31,4.4,4.1,4.3,3.2,"Yes"
"S202503_103715",103715,2025-03-31,2.5,2.9,3.8,4.4,"Yes"
