"LeaveEventID","EmployeeID","LeaveType","LeaveStartDate","LeaveEndDate","LeaveDays","PaidFlag"
"LV103578_1",103578,"Sick Leave",2024-06-04,2024-06-08,5,"Yes"
"LV104587_1",104587,"Vacation",2025-10-20,2025-10-29,10,"Yes"
"LV108869_1",108869,"Medical Leave",2023-11-05,2023-12-08,34,"No"
"LV100201_1",100201,"Sick Leave",2025-02-23,2025-02-25,3,"Yes"
"LV105971_1",105971,"Vacation",2025-09-15,2025-09-24,10,"Yes"
"LV109163_1",109163,"Vacation",2025-09-18,2025-09-21,4,"Yes"
"LV105850_1",105850,"Vacation",2024-02-18,2024-02-22,5,"Yes"
"LV105850_2",105850,"Sick Leave",2025-03-13,2025-03-13,1,"Yes"
"LV107760_1",107760,"Sick Leave",2024-10-18,2024-10-21,4,"Yes"
"LV104223_1",104223,"Vacation",2025-07-19,2025-07-27,9,"Yes"
"LV105504_1",105504,"Parental Leave",2023-09-26,2023-11-04,40,"No"
"LV107140_1",107140,"Vacation",2024-12-07,2024-12-12,6,"Yes"
"LV102760_1",102760,"Sick Leave",2025-06-03,2025-06-05,3,"Yes"
"LV107887_1",107887,"Sick Leave",2025-02-27,2025-03-01,3,"Yes"
"LV107887_2",107887,"Vacation",2025-08-14,2025-08-15,2,"Yes"
"LV100803_1",100803,"Vacation",2025-11-27,2025-12-03,7,"Yes"
"LV105767_1",105767,"Sick Leave",2025-05-17,2025-05-20,4,"Yes"
"LV107036_1",107036,"Sick Leave",2026-02-03,2026-02-03,1,"Yes"
"LV107488_1",107488,"Sick Leave",2018-11-14,2018-11-17,4,"Yes"
"LV103485_1",103485,"Vacation",2016-12-03,2016-12-08,6,"Yes"
"LV109698_1",109698,"Sick Leave",2024-08-11,2024-08-11,1,"Yes"
"LV102764_1",102764,"Sick Leave",2016-10-05,2016-10-08,4,"Yes"
"LV108580_1",108580,"Sick Leave",2020-09-13,2020-09-15,3,"Yes"
"LV103752_1",103752,"Medical Leave",2025-09-19,2025-10-16,28,"No"
"LV109452_1",109452,"Medical Leave",2016-10-29,2016-12-06,39,"No"
"LV104858_1",104858,"Medical Leave",2017-08-01,2017-08-07,7,"No"
"LV104858_2",104858,"Vacation",2024-10-07,2024-10-15,9,"Yes"
"LV101948_1",101948,"Medical Leave",2017-06-07,2017-06-20,14,"Yes"
"LV101476_1",101476,"Medical Leave",2022-10-11,2022-11-10,31,"No"
"LV103774_1",103774,"Parental Leave",2019-02-01,2019-02-25,25,"No"
"LV104840_1",104840,"Vacation",2025-03-30,2025-04-07,9,"Yes"
"LV102502_1",102502,"Bereavement",2022-04-09,2022-04-13,5,"Yes"
"LV104645_1",104645,"Vacation",2019-11-21,2019-11-24,4,"Yes"
"LV102366_1",102366,"Vacation",2024-05-01,2024-05-05,5,"Yes"
"LV104910_1",104910,"Vacation",2022-12-25,2022-12-26,2,"Yes"
"LV100420_1",100420,"Sick Leave",2022-09-02,2022-09-05,4,"Yes"
"LV101523_1",101523,"Vacation",2025-07-28,2025-08-02,6,"Yes"
"LV107191_1",107191,"Medical Leave",2020-06-22,2020-06-27,6,"Yes"
"LV102877_1",102877,"Medical Leave",2023-07-27,2023-08-05,10,"Yes"
"LV107081_1",107081,"Vacation",2021-07-15,2021-07-17,3,"Yes"
"LV108887_1",108887,"Medical Leave",2022-07-27,2022-08-13,18,"Yes"
"LV102711_1",102711,"Jury Duty",2021-01-14,2021-01-21,8,"Yes"
"LV102711_2",102711,"Medical Leave",2025-06-18,2025-07-07,20,"Yes"
"LV109007_1",109007,"Vacation",2023-12-14,2023-12-22,9,"Yes"
"LV106221_1",106221,"Sick Leave",2023-09-18,2023-09-18,1,"Yes"
"LV105406_1",105406,"Vacation",2021-11-30,2021-12-05,6,"Yes"
"LV106446_1",106446,"Vacation",2025-01-27,2025-02-03,8,"Yes"
"LV105738_1",105738,"Sick Leave",2022-12-21,2022-12-23,3,"Yes"
"LV108394_1",108394,"Vacation",2023-07-01,2023-07-07,7,"Yes"
"LV102564_1",102564,"Vacation",2025-11-26,2025-12-03,8,"Yes"
"LV106181_1",106181,"Bereavement",2025-12-07,2025-12-11,5,"Yes"
"LV101806_1",101806,"Vacation",2024-12-28,2024-12-30,3,"Yes"
"LV106592_1",106592,"Sick Leave",2024-06-14,2024-06-18,5,"Yes"
"LV108754_1",108754,"Parental Leave",2025-06-03,2025-07-21,49,"No"
"LV103857_1",103857,"Medical Leave",2025-03-14,2025-04-11,29,"Yes"
"LV101526_1",101526,"Vacation",2025-02-11,2025-02-18,8,"Yes"
"LV106346_1",106346,"Sick Leave",2025-05-19,2025-05-22,4,"Yes"
"LV106346_2",106346,"Jury Duty",2025-11-23,2025-11-23,1,"Yes"
"LV109758_1",109758,"Jury Duty",2025-12-15,2025-12-17,3,"Yes"
"LV109758_2",109758,"Sick Leave",2026-01-01,2026-01-02,2,"Yes"
"LV108836_1",108836,"Medical Leave",2026-01-09,2026-01-31,23,"No"
"LV105053_1",105053,"Vacation",2025-11-16,2025-11-19,4,"Yes"
"LV109868_1",109868,"Vacation",2025-12-08,2025-12-15,8,"Yes"
"LV106365_1",106365,"Medical Leave",2024-09-01,2024-09-16,16,"No"
"LV100031_1",100031,"Vacation",2018-01-11,2018-01-14,4,"Yes"
"LV100031_2",100031,"Bereavement",2019-03-17,2019-03-21,5,"Yes"
"LV101459_1",101459,"Medical Leave",2015-06-09,2015-06-13,5,"Yes"
"LV102610_1",102610,"Parental Leave",2015-04-05,2015-05-20,46,"Yes"
"LV107479_1",107479,"Sick Leave",2022-04-20,2022-04-20,1,"Yes"
"LV104997_1",104997,"Medical Leave",2021-07-12,2021-08-15,35,"Yes"
"LV105157_1",105157,"Vacation",2018-07-24,2018-08-01,9,"Yes"
"LV105009_1",105009,"Parental Leave",2025-05-26,2025-06-20,26,"Yes"
"LV105016_1",105016,"Sick Leave",2016-05-01,2016-05-01,1,"Yes"
"LV101975_1",101975,"Sick Leave",2018-12-04,2018-12-08,5,"Yes"
"LV109278_1",109278,"Medical Leave",2024-04-14,2024-04-23,10,"Yes"
"LV108230_1",108230,"Sick Leave",2023-10-13,2023-10-17,5,"Yes"
"LV107601_1",107601,"Sick Leave",2023-11-12,2023-11-13,2,"Yes"
"LV106033_1",106033,"Sick Leave",2022-12-17,2022-12-17,1,"Yes"
"LV108811_1",108811,"Sick Leave",2020-03-22,2020-03-26,5,"Yes"
"LV108811_2",108811,"Vacation",2023-06-29,2023-07-05,7,"Yes"
"LV101905_1",101905,"Vacation",2022-06-25,2022-06-27,3,"Yes"
"LV105298_1",105298,"Medical Leave",2022-01-23,2022-02-08,17,"No"
"LV100850_1",100850,"Sick Leave",2023-02-18,2023-02-19,2,"Yes"
"LV100336_1",100336,"Vacation",2025-04-01,2025-04-05,5,"Yes"
"LV108258_1",108258,"Sick Leave",2025-01-26,2025-01-28,3,"Yes"
"LV100390_1",100390,"Vacation",2025-10-28,2025-11-03,7,"Yes"
"LV101500_1",101500,"Jury Duty",2025-05-24,2025-05-26,3,"Yes"
"LV109888_1",109888,"Sick Leave",2023-04-16,2023-04-16,1,"Yes"
"LV100883_1",100883,"Medical Leave",2023-10-25,2023-11-24,31,"No"
"LV109631_1",109631,"Medical Leave",2025-06-01,2025-06-09,9,"No"
"LV103531_1",103531,"Vacation",2023-04-06,2023-04-15,10,"Yes"
"LV103531_2",103531,"Vacation",2023-07-27,2023-08-04,9,"Yes"
"LV108604_1",108604,"Vacation",2024-07-23,2024-07-31,9,"Yes"
"LV104134_1",104134,"Vacation",2024-08-29,2024-09-07,10,"Yes"
"LV101120_1",101120,"Vacation",2026-02-02,2026-02-11,10,"Yes"
"LV101072_1",101072,"Medical Leave",2026-01-17,2026-02-16,31,"No"
"LV104966_1",104966,"Vacation",2025-08-13,2025-08-22,10,"Yes"
"LV109612_1",109612,"Sick Leave",2025-10-08,2025-10-11,4,"Yes"
"LV108522_1",108522,"Jury Duty",2014-05-17,2014-05-17,1,"Yes"
"LV107634_1",107634,"Sick Leave",2024-09-04,2024-09-06,3,"Yes"
"LV103394_1",103394,"Vacation",2020-06-03,2020-06-04,2,"Yes"
"LV108768_1",108768,"Jury Duty",2017-05-09,2017-05-15,7,"Yes"
"LV108768_2",108768,"Medical Leave",2018-03-24,2018-04-06,14,"Yes"
"LV109200_1",109200,"Jury Duty",2020-03-27,2020-04-02,7,"Yes"
"LV101642_1",101642,"Medical Leave",2025-11-19,2025-12-04,16,"No"
"LV101963_1",101963,"Sick Leave",2019-02-06,2019-02-10,5,"Yes"
"LV107968_1",107968,"Vacation",2022-06-07,2022-06-16,10,"Yes"
"LV107968_2",107968,"Sick Leave",2025-07-09,2025-07-10,2,"Yes"
"LV105012_1",105012,"Sick Leave",2017-02-23,2017-02-24,2,"Yes"
"LV109655_1",109655,"Parental Leave",2023-06-09,2023-07-15,37,"No"
"LV106908_1",106908,"Parental Leave",2021-12-23,2022-01-31,40,"No"
"LV105100_1",105100,"Vacation",2019-11-28,2019-12-05,8,"Yes"
"LV108267_1",108267,"Sick Leave",2022-07-11,2022-07-11,1,"Yes"
"LV104393_1",104393,"Bereavement",2024-01-22,2024-01-25,4,"Yes"
"LV104437_1",104437,"Vacation",2024-02-24,2024-02-28,5,"Yes"
"LV103666_1",103666,"Sick Leave",2019-10-11,2019-10-15,5,"Yes"
"LV102983_1",102983,"Sick Leave",2020-03-27,2020-03-27,1,"Yes"
"LV102233_1",102233,"Vacation",2023-03-22,2023-03-23,2,"Yes"
"LV108971_1",108971,"Sick Leave",2021-03-29,2021-03-31,3,"Yes"
"LV106571_1",106571,"Vacation",2023-01-28,2023-02-02,6,"Yes"
"LV105498_1",105498,"Medical Leave",2023-09-25,2023-11-02,39,"Yes"
"LV104365_1",104365,"Vacation",2022-11-01,2022-11-07,7,"Yes"
"LV100868_1",100868,"Sick Leave",2024-04-22,2024-04-26,5,"Yes"
"LV104109_1",104109,"Vacation",2024-05-13,2024-05-14,2,"Yes"
"LV103281_1",103281,"Vacation",2025-10-07,2025-10-10,4,"Yes"
"LV102074_1",102074,"Jury Duty",2025-12-09,2025-12-10,2,"Yes"
"LV104959_1",104959,"Medical Leave",2025-05-09,2025-06-17,40,"No"
"LV108953_1",108953,"Sick Leave",2025-10-17,2025-10-18,2,"Yes"
"LV109779_1",109779,"Sick Leave",2025-10-22,2025-10-22,1,"Yes"
"LV108877_1",108877,"Vacation",2024-10-08,2024-10-12,5,"Yes"
"LV109770_1",109770,"Vacation",2014-11-18,2014-11-27,10,"Yes"
"LV109770_2",109770,"Jury Duty",2025-04-06,2025-04-12,7,"Yes"
"LV105771_1",105771,"Vacation",2014-03-26,2014-03-30,5,"Yes"
"LV104001_1",104001,"Vacation",2014-02-23,2014-02-27,5,"Yes"
"LV102012_1",102012,"Sick Leave",2024-12-08,2024-12-08,1,"Yes"
"LV106635_1",106635,"Vacation",2014-09-04,2014-09-05,2,"Yes"
"LV102728_1",102728,"Vacation",2016-07-17,2016-07-23,7,"Yes"
"LV108610_1",108610,"Vacation",2016-03-30,2016-04-07,9,"Yes"
"LV108610_2",108610,"Sick Leave",2025-11-17,2025-11-19,3,"Yes"
"LV100205_1",100205,"Bereavement",2023-06-01,2023-06-04,4,"Yes"
"LV101105_1",101105,"Medical Leave",2017-11-03,2017-12-03,31,"Yes"
"LV100344_1",100344,"Medical Leave",2019-06-09,2019-06-21,13,"No"
"LV105461_1",105461,"Vacation",2021-10-14,2021-10-21,8,"Yes"
"LV102441_1",102441,"Sick Leave",2017-02-27,2017-02-27,1,"Yes"
"LV104598_1",104598,"Sick Leave",2025-12-15,2025-12-15,1,"Yes"
"LV100745_1",100745,"Vacation",2025-03-22,2025-03-27,6,"Yes"
"LV106514_1",106514,"Parental Leave",2020-09-11,2020-11-08,59,"No"
"LV102010_1",102010,"Sick Leave",2022-02-27,2022-03-03,5,"Yes"
"LV106369_1",106369,"Bereavement",2023-07-06,2023-07-09,4,"Yes"
"LV107551_1",107551,"Vacation",2024-07-10,2024-07-13,4,"Yes"
"LV101362_1",101362,"Sick Leave",2023-08-18,2023-08-18,1,"Yes"
"LV106301_1",106301,"Vacation",2022-10-25,2022-11-01,8,"Yes"
"LV106301_2",106301,"Sick Leave",2025-07-14,2025-07-17,4,"Yes"
"LV107780_1",107780,"Sick Leave",2021-08-24,2021-08-28,5,"Yes"
"LV103837_1",103837,"Vacation",2025-06-17,2025-06-18,2,"Yes"
"LV103253_1",103253,"Sick Leave",2019-01-25,2019-01-25,1,"Yes"
"LV107688_1",107688,"Vacation",2025-11-20,2025-11-23,4,"Yes"
"LV108899_1",108899,"Vacation",2022-08-13,2022-08-16,4,"Yes"
"LV108216_1",108216,"Vacation",2023-06-02,2023-06-06,5,"Yes"
"LV108524_1",108524,"Parental Leave",2026-01-12,2026-02-24,44,"No"
"LV105914_1",105914,"Medical Leave",2020-09-04,2020-10-05,32,"Yes"
"LV104312_1",104312,"Jury Duty",2022-04-25,2022-05-01,7,"Yes"
"LV108232_1",108232,"Vacation",2025-10-17,2025-10-25,9,"Yes"
"LV107001_1",107001,"Medical Leave",2025-08-20,2025-08-27,8,"No"
"LV108462_1",108462,"Parental Leave",2021-12-06,2022-01-31,57,"Yes"
"LV108532_1",108532,"Jury Duty",2026-01-30,2026-02-02,4,"Yes"
"LV102965_1",102965,"Jury Duty",2021-01-10,2021-01-15,6,"Yes"
"LV109353_1",109353,"Bereavement",2023-03-15,2023-03-18,4,"Yes"
"LV109146_1",109146,"Medical Leave",2023-07-02,2023-07-23,22,"Yes"
"LV100391_1",100391,"Vacation",2022-08-20,2022-08-25,6,"Yes"
"LV100391_2",100391,"Sick Leave",2023-06-11,2023-06-11,1,"Yes"
"LV104493_1",104493,"Sick Leave",2022-05-15,2022-05-15,1,"Yes"
"LV109037_1",109037,"Vacation",2026-02-13,2026-02-22,10,"Yes"
"LV109426_1",109426,"Parental Leave",2023-03-07,2023-04-05,30,"No"
"LV101481_1",101481,"Vacation",2024-06-12,2024-06-15,4,"Yes"
"LV101847_1",101847,"Medical Leave",2024-09-12,2024-10-02,21,"Yes"
"LV100716_1",100716,"Parental Leave",2025-06-30,2025-07-24,25,"No"
"LV100399_1",100399,"Sick Leave",2025-04-17,2025-04-21,5,"Yes"
"LV101382_1",101382,"Parental Leave",2025-10-01,2025-11-20,51,"Yes"
"LV106820_1",106820,"Vacation",2024-07-23,2024-07-27,5,"Yes"
"LV106820_2",106820,"Parental Leave",2025-02-27,2025-04-12,45,"No"
"LV107938_1",107938,"Bereavement",2025-12-25,2025-12-28,4,"Yes"
"LV101558_1",101558,"Parental Leave",2025-02-12,2025-03-27,44,"Yes"
"LV102608_1",102608,"Medical Leave",2025-06-29,2025-07-25,27,"Yes"
"LV100645_1",100645,"Vacation",2025-02-12,2025-02-13,2,"Yes"
"LV106152_1",106152,"Sick Leave",2025-01-08,2025-01-12,5,"Yes"
"LV100717_1",100717,"Sick Leave",2025-09-05,2025-09-09,5,"Yes"
"LV108717_1",108717,"Medical Leave",2026-02-09,2026-02-22,14,"No"
"LV108164_1",108164,"Jury Duty",2025-10-03,2025-10-10,8,"Yes"
"LV104869_1",104869,"Jury Duty",2025-10-16,2025-10-18,3,"Yes"
"LV104253_1",104253,"Vacation",2025-12-09,2025-12-14,6,"Yes"
"LV101535_1",101535,"Sick Leave",2026-01-14,2026-01-15,2,"Yes"
"LV101535_2",101535,"Vacation",2026-02-14,2026-02-20,7,"Yes"
"LV101703_1",101703,"Vacation",2018-07-31,2018-08-08,9,"Yes"
"LV106578_1",106578,"Vacation",2016-10-08,2016-10-09,2,"Yes"
"LV108290_1",108290,"Sick Leave",2014-02-05,2014-02-05,1,"Yes"
"LV108290_2",108290,"Vacation",2018-06-05,2018-06-14,10,"Yes"
"LV105200_1",105200,"Vacation",2017-02-16,2017-02-17,2,"Yes"
"LV103391_1",103391,"Vacation",2021-04-08,2021-04-14,7,"Yes"
"LV109036_1",109036,"Vacation",2018-05-14,2018-05-16,3,"Yes"
"LV102613_1",102613,"Sick Leave",2021-01-13,2021-01-15,3,"Yes"
"LV107617_1",107617,"Vacation",2014-05-22,2014-05-23,2,"Yes"
"LV100287_1",100287,"Vacation",2024-07-21,2024-07-22,2,"Yes"
"LV102428_1",102428,"Vacation",2019-09-05,2019-09-11,7,"Yes"
"LV102428_2",102428,"Vacation",2025-03-08,2025-03-16,9,"Yes"
"LV105207_1",105207,"Medical Leave",2018-12-11,2018-12-24,14,"No"
"LV102742_1",102742,"Vacation",2023-02-17,2023-02-20,4,"Yes"
"LV101100_1",101100,"Jury Duty",2023-05-07,2023-05-11,5,"Yes"
"LV109969_1",109969,"Vacation",2019-07-17,2019-07-26,10,"Yes"
"LV109969_2",109969,"Vacation",2020-01-11,2020-01-17,7,"Yes"
"LV100965_1",100965,"Sick Leave",2017-09-20,2017-09-21,2,"Yes"
"LV100951_1",100951,"Parental Leave",2018-03-03,2018-04-13,42,"No"
"LV100951_2",100951,"Bereavement",2025-09-29,2025-10-03,5,"Yes"
"LV101493_1",101493,"Medical Leave",2016-08-06,2016-08-30,25,"No"
"LV106192_1",106192,"Vacation",2016-01-10,2016-01-15,6,"Yes"
"LV102335_1",102335,"Medical Leave",2017-12-20,2018-01-13,25,"Yes"
"LV102335_2",102335,"Sick Leave",2024-03-07,2024-03-07,1,"Yes"
"LV109594_1",109594,"Vacation",2019-12-11,2019-12-13,3,"Yes"
"LV107722_1",107722,"Sick Leave",2018-09-02,2018-09-04,3,"Yes"
"LV105077_1",105077,"Sick Leave",2017-02-09,2017-02-11,3,"Yes"
"LV105077_2",105077,"Sick Leave",2018-12-01,2018-12-02,2,"Yes"
"LV105735_1",105735,"Sick Leave",2016-09-08,2016-09-11,4,"Yes"
"LV100566_1",100566,"Sick Leave",2024-01-06,2024-01-07,2,"Yes"
"LV102331_1",102331,"Sick Leave",2025-01-09,2025-01-13,5,"Yes"
"LV105510_1",105510,"Vacation",2017-05-17,2017-05-23,7,"Yes"
"LV107577_1",107577,"Sick Leave",2023-10-08,2023-10-12,5,"Yes"
"LV102935_1",102935,"Bereavement",2020-08-23,2020-08-26,4,"Yes"
"LV103452_1",103452,"Medical Leave",2023-07-25,2023-07-30,6,"No"
"LV106846_1",106846,"Vacation",2018-11-21,2018-11-25,5,"Yes"
"LV107419_1",107419,"Parental Leave",2018-11-09,2019-01-02,55,"No"
"LV100639_1",100639,"Vacation",2021-11-08,2021-11-13,6,"Yes"
"LV100639_2",100639,"Parental Leave",2025-11-07,2025-12-20,44,"Yes"
"LV108440_1",108440,"Sick Leave",2021-09-05,2021-09-09,5,"Yes"
"LV109980_1",109980,"Medical Leave",2023-07-03,2023-07-10,8,"No"
"LV104249_1",104249,"Sick Leave",2021-08-05,2021-08-09,5,"Yes"
"LV104249_2",104249,"Sick Leave",2024-09-24,2024-09-26,3,"Yes"
"LV107158_1",107158,"Vacation",2023-06-23,2023-06-24,2,"Yes"
"LV109206_1",109206,"Vacation",2023-08-04,2023-08-06,3,"Yes"
"LV108637_1",108637,"Bereavement",2020-01-27,2020-01-31,5,"Yes"
"LV107457_1",107457,"Sick Leave",2025-10-27,2025-10-31,5,"Yes"
"LV100410_1",100410,"Sick Leave",2019-04-17,2019-04-20,4,"Yes"
"LV100887_1",100887,"Sick Leave",2020-07-16,2020-07-16,1,"Yes"
"LV101281_1",101281,"Vacation",2025-03-31,2025-04-02,3,"Yes"
"LV102407_1",102407,"Bereavement",2023-08-14,2023-08-18,5,"Yes"
"LV104953_1",104953,"Jury Duty",2023-06-11,2023-06-12,2,"Yes"
"LV104297_1",104297,"Vacation",2023-05-22,2023-05-23,2,"Yes"
"LV103287_1",103287,"Vacation",2020-07-26,2020-07-30,5,"Yes"
"LV100984_1",100984,"Vacation",2019-08-15,2019-08-18,4,"Yes"
"LV109504_1",109504,"Sick Leave",2022-07-12,2022-07-12,1,"Yes"
"LV107541_1",107541,"Medical Leave",2024-07-28,2024-08-23,27,"No"
"LV107394_1",107394,"Medical Leave",2022-03-06,2022-04-07,33,"Yes"
"LV107394_2",107394,"Sick Leave",2026-01-30,2026-02-02,4,"Yes"
"LV106408_1",106408,"Vacation",2024-02-23,2024-02-24,2,"Yes"
"LV104921_1",104921,"Sick Leave",2022-04-28,2022-04-30,3,"Yes"
"LV103148_1",103148,"Vacation",2020-11-14,2020-11-16,3,"Yes"
"LV107012_1",107012,"Vacation",2021-12-25,2021-12-28,4,"Yes"
"LV103860_1",103860,"Parental Leave",2025-10-02,2025-11-08,38,"Yes"
"LV100433_1",100433,"Vacation",2025-12-02,2025-12-03,2,"Yes"
"LV100198_1",100198,"Vacation",2021-07-01,2021-07-05,5,"Yes"
"LV100198_2",100198,"Sick Leave",2025-01-15,2025-01-15,1,"Yes"
"LV106588_1",106588,"Vacation",2022-02-22,2022-02-25,4,"Yes"
"LV107965_1",107965,"Vacation",2025-07-02,2025-07-06,5,"Yes"
"LV107685_1",107685,"Parental Leave",2022-04-17,2022-06-12,57,"No"
"LV105499_1",105499,"Medical Leave",2023-01-02,2023-01-21,20,"Yes"
"LV105499_2",105499,"Medical Leave",2024-11-24,2024-12-24,31,"No"
"LV106312_1",106312,"Parental Leave",2025-11-23,2025-12-21,29,"No"
"LV108408_1",108408,"Vacation",2025-03-14,2025-03-22,9,"Yes"
"LV104843_1",104843,"Medical Leave",2025-07-02,2025-07-16,15,"Yes"
"LV108077_1",108077,"Vacation",2025-08-22,2025-08-24,3,"Yes"
"LV101977_1",101977,"Sick Leave",2025-09-08,2025-09-09,2,"Yes"
"LV103608_1",103608,"Vacation",2023-09-22,2023-10-01,10,"Yes"
"LV103608_2",103608,"Vacation",2024-12-18,2024-12-19,2,"Yes"
"LV107248_1",107248,"Vacation",2023-11-28,2023-12-01,4,"Yes"
"LV103236_1",103236,"Sick Leave",2024-03-12,2024-03-15,4,"Yes"
"LV106865_1",106865,"Vacation",2025-03-22,2025-03-25,4,"Yes"
"LV106865_2",106865,"Vacation",2025-12-27,2025-12-28,2,"Yes"
"LV105790_1",105790,"Vacation",2026-01-21,2026-01-28,8,"Yes"
"LV108643_1",108643,"Vacation",2025-01-23,2025-01-29,7,"Yes"
"LV108643_2",108643,"Sick Leave",2025-03-06,2025-03-10,5,"Yes"
"LV105717_1",105717,"Sick Leave",2025-07-18,2025-07-20,3,"Yes"
"LV107343_1",107343,"Medical Leave",2026-01-11,2026-02-18,39,"No"
"LV106149_1",106149,"Sick Leave",2025-07-31,2025-08-03,4,"Yes"
"LV106372_1",106372,"Vacation",2025-05-01,2025-05-09,9,"Yes"
"LV103141_1",103141,"Sick Leave",2025-05-17,2025-05-21,5,"Yes"
"LV102704_1",102704,"Bereavement",2025-01-22,2025-01-25,4,"Yes"
"LV106401_1",106401,"Bereavement",2024-06-11,2024-06-13,3,"Yes"
"LV108124_1",108124,"Medical Leave",2024-05-02,2024-06-08,38,"No"
"LV108124_2",108124,"Vacation",2025-07-10,2025-07-12,3,"Yes"
"LV101881_1",101881,"Vacation",2024-11-09,2024-11-13,5,"Yes"
"LV102800_1",102800,"Parental Leave",2025-12-29,2026-02-03,37,"Yes"
"LV106314_1",106314,"Sick Leave",2025-12-05,2025-12-07,3,"Yes"
"LV107668_1",107668,"Sick Leave",2026-01-21,2026-01-22,2,"Yes"
"LV110000_1",110000,"Sick Leave",2024-12-30,2025-01-02,4,"Yes"
"LV103067_1",103067,"Sick Leave",2025-05-22,2025-05-24,3,"Yes"
"LV108187_1",108187,"Medical Leave",2025-06-04,2025-06-22,19,"No"
"LV107333_1",107333,"Sick Leave",2025-12-02,2025-12-02,1,"Yes"
"LV107032_1",107032,"Sick Leave",2025-10-01,2025-10-03,3,"Yes"
"LV105610_1",105610,"Medical Leave",2026-02-06,2026-03-09,32,"Yes"
"LV101448_1",101448,"Sick Leave",2026-01-27,2026-01-28,2,"Yes"
"LV109584_1",109584,"Vacation",2026-01-29,2026-01-30,2,"Yes"
"LV105273_1",105273,"Sick Leave",2026-02-02,2026-02-03,2,"Yes"
"LV103967_1",103967,"Vacation",2026-02-05,2026-02-06,2,"Yes"
"LV105473_1",105473,"Vacation",2026-02-15,2026-02-21,7,"Yes"
"LV105605_1",105605,"Sick Leave",2024-02-21,2024-02-25,5,"Yes"
"LV104137_1",104137,"Vacation",2016-08-28,2016-09-03,7,"Yes"
"LV102918_1",102918,"Medical Leave",2022-03-05,2022-04-10,37,"No"
"LV102650_1",102650,"Vacation",2023-08-04,2023-08-13,10,"Yes"
"LV108932_1",108932,"Sick Leave",2016-09-15,2016-09-18,4,"Yes"
"LV104634_1",104634,"Sick Leave",2025-11-19,2025-11-22,4,"Yes"
"LV102906_1",102906,"Vacation",2019-10-18,2019-10-23,6,"Yes"
"LV109848_1",109848,"Sick Leave",2025-05-16,2025-05-17,2,"Yes"
"LV109763_1",109763,"Medical Leave",2022-12-31,2023-01-10,11,"Yes"
"LV109763_2",109763,"Vacation",2023-02-04,2023-02-05,2,"Yes"
"LV102266_1",102266,"Vacation",2021-09-03,2021-09-05,3,"Yes"
"LV104855_1",104855,"Vacation",2024-07-22,2024-07-23,2,"Yes"
"LV109194_1",109194,"Jury Duty",2024-12-19,2024-12-26,8,"Yes"
"LV106968_1",106968,"Medical Leave",2025-12-19,2025-12-27,9,"No"
"LV105891_1",105891,"Sick Leave",2025-10-05,2025-10-07,3,"Yes"
"LV104627_1",104627,"Parental Leave",2018-06-26,2018-07-15,20,"Yes"
"LV102184_1",102184,"Sick Leave",2015-05-02,2015-05-03,2,"Yes"
"LV104404_1",104404,"Sick Leave",2017-03-26,2017-03-28,3,"Yes"
"LV102628_1",102628,"Sick Leave",2018-08-31,2018-09-03,4,"Yes"
"LV102628_2",102628,"Vacation",2021-10-12,2021-10-18,7,"Yes"
"LV109825_1",109825,"Sick Leave",2015-01-29,2015-01-31,3,"Yes"
"LV100319_1",100319,"Vacation",2017-06-26,2017-07-05,10,"Yes"
"LV100319_2",100319,"Parental Leave",2020-08-25,2020-10-22,59,"Yes"
"LV101031_1",101031,"Medical Leave",2022-05-31,2022-06-07,8,"Yes"
"LV100936_1",100936,"Vacation",2016-03-19,2016-03-26,8,"Yes"
"LV105787_1",105787,"Jury Duty",2022-12-29,2023-01-03,6,"Yes"
"LV100348_1",100348,"Sick Leave",2019-04-13,2019-04-16,4,"Yes"
"LV100348_2",100348,"Sick Leave",2019-09-28,2019-09-29,2,"Yes"
"LV103844_1",103844,"Vacation",2021-09-22,2021-09-26,5,"Yes"
"LV100807_1",100807,"Vacation",2020-06-11,2020-06-20,10,"Yes"
"LV107298_1",107298,"Vacation",2026-01-27,2026-02-05,10,"Yes"
"LV107538_1",107538,"Sick Leave",2014-06-01,2014-06-01,1,"Yes"
"LV107538_2",107538,"Vacation",2025-12-01,2025-12-07,7,"Yes"
"LV105239_1",105239,"Vacation",2021-12-11,2021-12-15,5,"Yes"
"LV102132_1",102132,"Parental Leave",2025-07-26,2025-08-16,22,"Yes"
"LV100976_1",100976,"Medical Leave",2016-07-29,2016-08-25,28,"Yes"
"LV109160_1",109160,"Bereavement",2020-07-27,2020-07-28,2,"Yes"
"LV107547_1",107547,"Sick Leave",2021-12-14,2021-12-14,1,"Yes"
"LV107547_2",107547,"Vacation",2024-03-18,2024-03-23,6,"Yes"
"LV103771_1",103771,"Medical Leave",2018-12-18,2019-01-17,31,"Yes"
"LV107296_1",107296,"Vacation",2015-02-21,2015-03-02,10,"Yes"
"LV103852_1",103852,"Sick Leave",2015-12-23,2015-12-25,3,"Yes"
"LV108420_1",108420,"Sick Leave",2019-01-06,2019-01-06,1,"Yes"
"LV105788_1",105788,"Vacation",2020-05-15,2020-05-19,5,"Yes"
"LV105788_2",105788,"Vacation",2025-07-18,2025-07-19,2,"Yes"
"LV100066_1",100066,"Vacation",2023-10-23,2023-10-25,3,"Yes"
