"ReviewID","EmployeeID","ReviewDate","PerformanceRating","PotentialRating","GoalCompletionPct","MeritIncreasePct","PromotionRecommended"
"R2024_103868",103868,2024-12-31,4,4,86,0.035,"Yes"
"R2024_103004",103004,2024-12-31,3,3,97,0.027,"No"
"R2024_104749",104749,2024-12-31,3,4,65,0.011,"No"
"R2024_102213",102213,2024-12-31,3,3,97,0.017,"No"
"R2024_106020",106020,2024-12-31,3,3,85,0.012,"No"
"R2024_104067",104067,2024-12-31,2,5,100,0.003,"No"
"R2024_109806",109806,2024-12-31,3,4,48,0.013,"No"
"R2024_105980",105980,2024-12-31,4,3,79,0.032,"Yes"
"R2024_102856",102856,2024-12-31,2,4,87,0,"No"
"R2024_106538",106538,2024-12-31,3,3,72,0.025,"No"
"R2024_105153",105153,2024-12-31,5,2,70,0.073,"No"
"R2024_104272",104272,2024-12-31,3,3,100,0.011,"No"
"R2024_101542",101542,2024-12-31,3,3,100,0.029,"No"
"R2024_102981",102981,2024-12-31,3,3,70,0.027,"No"
"R2024_109937",109937,2024-12-31,3,1,59,0.015,"No"
"R2024_106392",106392,2024-12-31,3,3,100,0.025,"No"
"R2024_107316",107316,2024-12-31,2,3,98,0.009,"No"
"R2024_109622",109622,2024-12-31,3,4,100,0.017,"No"
"R2024_100812",100812,2024-12-31,3,2,90,0.028,"No"
"R2024_102386",102386,2024-12-31,2,4,100,0.001,"No"
"R2024_103339",103339,2024-12-31,3,3,64,0.023,"No"
"R2024_106396",106396,2024-12-31,2,4,80,0.002,"No"
"R2024_104206",104206,2024-12-31,3,3,100,0.03,"No"
"R2024_107299",107299,2024-12-31,4,3,73,0.043,"No"
"R2024_104319",104319,2024-12-31,2,2,97,0.005,"No"
"R2024_101941",101941,2024-12-31,4,4,100,0.043,"No"
"R2024_109109",109109,2024-12-31,3,2,55,0.017,"No"
"R2024_101457",101457,2024-12-31,5,4,76,0.06,"No"
"R2024_104199",104199,2024-12-31,2,3,100,0.001,"No"
"R2024_106300",106300,2024-12-31,3,3,100,0.028,"No"
"R2024_106669",106669,2024-12-31,4,4,100,0.042,"No"
"R2024_106681",106681,2024-12-31,4,3,98,0.039,"Yes"
"R2024_100664",100664,2024-12-31,1,2,100,0,"No"
"R2024_107817",107817,2024-12-31,4,3,78,0.033,"No"
"R2024_107848",107848,2024-12-31,4,2,93,0.036,"No"
"R2024_108133",108133,2024-12-31,5,2,78,0.073,"No"
"R2024_101717",101717,2024-12-31,3,3,70,0.019,"No"
"R2024_103209",103209,2024-12-31,3,3,89,0.014,"No"
"R2024_104504",104504,2024-12-31,4,4,100,0.042,"Yes"
"R2024_104839",104839,2024-12-31,4,3,92,0.046,"No"
"R2024_105542",105542,2024-12-31,4,3,71,0.048,"Yes"
"R2024_102858",102858,2024-12-31,2,3,63,0.009,"No"
"R2024_100869",100869,2024-12-31,4,5,100,0.042,"No"
"R2024_106204",106204,2024-12-31,3,3,72,0.028,"No"
"R2024_104305",104305,2024-12-31,2,5,92,0.006,"No"
"R2024_108711",108711,2024-12-31,4,5,77,0.045,"No"
"R2024_108889",108889,2024-12-31,4,4,35,0.047,"No"
"R2024_102306",102306,2024-12-31,4,2,70,0.041,"Yes"
"R2024_106322",106322,2024-12-31,3,2,69,0.02,"No"
"R2024_101670",101670,2024-12-31,4,3,100,0.043,"No"
"R2024_102255",102255,2024-12-31,4,3,61,0.038,"Yes"
"R2024_108385",108385,2024-12-31,3,4,52,0.023,"No"
"R2024_104496",104496,2024-12-31,4,4,95,0.046,"No"
"R2024_109840",109840,2024-12-31,4,4,60,0.03,"No"
"R2024_108376",108376,2024-12-31,3,4,86,0.016,"No"
"R2024_106142",106142,2024-12-31,3,4,89,0.024,"No"
"R2024_102540",102540,2024-12-31,3,4,61,0.014,"No"
"R2024_106989",106989,2024-12-31,3,4,66,0.029,"No"
"R2024_103984",103984,2024-12-31,4,2,89,0.035,"No"
"R2024_108681",108681,2024-12-31,4,1,83,0.049,"No"
"R2024_107265",107265,2024-12-31,3,2,69,0.019,"No"
"R2024_101227",101227,2024-12-31,4,3,58,0.039,"Yes"
"R2024_108013",108013,2024-12-31,4,2,54,0.04,"No"
"R2024_109475",109475,2024-12-31,4,4,86,0.044,"No"
"R2024_106981",106981,2024-12-31,3,2,95,0.013,"No"
"R2024_104173",104173,2024-12-31,4,5,41,0.047,"Yes"
"R2024_106565",106565,2024-12-31,2,3,100,0.007,"No"
"R2024_107021",107021,2024-12-31,3,3,91,0.024,"No"
"R2024_106248",106248,2024-12-31,2,3,62,0.004,"No"
"R2024_109976",109976,2024-12-31,4,3,76,0.039,"Yes"
"R2024_107216",107216,2024-12-31,4,4,100,0.044,"No"
"R2024_102232",102232,2024-12-31,4,3,71,0.047,"No"
"R2024_103368",103368,2024-12-31,2,1,69,0.002,"No"
"R2024_109285",109285,2024-12-31,3,2,91,0.024,"No"
"R2024_107715",107715,2024-12-31,4,3,98,0.037,"Yes"
"R2024_109987",109987,2024-12-31,4,4,69,0.038,"No"
"R2024_107793",107793,2024-12-31,4,5,93,0.045,"Yes"
"R2024_104581",104581,2024-12-31,3,2,69,0.016,"No"
"R2024_106731",106731,2024-12-31,4,2,89,0.045,"Yes"
"R2024_102322",102322,2024-12-31,3,4,64,0.011,"No"
"R2024_108872",108872,2024-12-31,5,2,100,0.056,"No"
"R2024_104241",104241,2024-12-31,3,2,100,0.01,"No"
"R2024_102545",102545,2024-12-31,2,3,95,0.005,"No"
"R2024_106847",106847,2024-12-31,4,3,77,0.041,"No"
"R2024_104059",104059,2024-12-31,3,2,77,0.014,"No"
"R2024_107207",107207,2024-12-31,4,3,98,0.031,"No"
"R2024_102915",102915,2024-12-31,2,5,100,0.001,"No"
"R2024_101081",101081,2024-12-31,3,3,76,0.012,"No"
"R2024_104042",104042,2024-12-31,4,3,55,0.048,"No"
"R2024_104821",104821,2024-12-31,5,4,73,0.053,"No"
"R2024_105995",105995,2024-12-31,3,5,74,0.025,"No"
"R2024_103540",103540,2024-12-31,3,3,95,0.024,"No"
"R2024_102570",102570,2024-12-31,3,3,98,0.022,"No"
"R2024_105331",105331,2024-12-31,3,5,79,0.012,"No"
"R2024_106540",106540,2024-12-31,3,3,94,0.019,"No"
"R2024_104449",104449,2024-12-31,3,3,93,0.029,"No"
"R2024_108821",108821,2024-12-31,3,3,92,0.029,"No"
"R2024_108379",108379,2024-12-31,5,3,97,0.08,"No"
"R2024_101591",101591,2024-12-31,3,2,87,0.014,"No"
"R2024_107856",107856,2024-12-31,4,3,62,0.032,"No"
"R2024_104761",104761,2024-12-31,3,3,71,0.011,"No"
"R2024_102659",102659,2024-12-31,3,5,89,0.021,"No"
"R2024_106126",106126,2024-12-31,4,2,100,0.049,"Yes"
"R2024_104893",104893,2024-12-31,3,3,82,0.016,"No"
"R2024_108102",108102,2024-12-31,2,3,100,0.01,"No"
"R2024_104352",104352,2024-12-31,4,4,100,0.036,"No"
"R2024_102198",102198,2024-12-31,4,4,94,0.047,"Yes"
"R2024_104103",104103,2024-12-31,4,4,76,0.034,"No"
"R2024_100203",100203,2024-12-31,3,2,87,0.03,"No"
"R2024_108546",108546,2024-12-31,3,3,56,0.014,"No"
"R2024_100208",100208,2024-12-31,5,2,98,0.065,"No"
"R2024_108682",108682,2024-12-31,4,4,87,0.048,"No"
"R2024_105221",105221,2024-12-31,2,1,100,0.008,"No"
"R2024_102606",102606,2024-12-31,4,3,84,0.038,"No"
"R2024_100050",100050,2024-12-31,4,3,84,0.04,"No"
"R2024_100975",100975,2024-12-31,4,4,82,0.046,"No"
"R2024_105892",105892,2024-12-31,4,3,92,0.033,"Yes"
"R2024_101394",101394,2024-12-31,3,4,99,0.012,"No"
"R2024_104538",104538,2024-12-31,4,3,97,0.035,"No"
"R2024_107179",107179,2024-12-31,3,4,76,0.03,"No"
"R2024_105214",105214,2024-12-31,4,4,83,0.048,"No"
"R2024_102872",102872,2024-12-31,3,2,75,0.011,"No"
"R2024_101527",101527,2024-12-31,2,4,69,0.005,"No"
"R2024_103583",103583,2024-12-31,3,2,92,0.019,"No"
"R2024_103073",103073,2024-12-31,4,3,97,0.031,"Yes"
"R2024_103550",103550,2024-12-31,4,2,81,0.042,"No"
"R2024_104886",104886,2024-12-31,3,3,85,0.021,"No"
"R2024_103786",103786,2024-12-31,4,4,84,0.046,"Yes"
"R2024_101453",101453,2024-12-31,3,4,81,0.011,"No"
"R2024_104934",104934,2024-12-31,4,4,74,0.047,"No"
"R2024_107684",107684,2024-12-31,3,2,100,0.027,"No"
"R2024_109243",109243,2024-12-31,4,2,67,0.035,"No"
"R2024_102291",102291,2024-12-31,3,4,69,0.021,"No"
"R2024_106422",106422,2024-12-31,3,4,89,0.022,"No"
"R2024_109963",109963,2024-12-31,3,3,76,0.023,"No"
"R2024_106918",106918,2024-12-31,2,2,89,0.005,"No"
"R2024_109148",109148,2024-12-31,3,5,78,0.021,"No"
"R2024_106294",106294,2024-12-31,3,3,86,0.02,"No"
"R2024_108526",108526,2024-12-31,4,3,97,0.033,"No"
"R2024_104783",104783,2024-12-31,4,3,92,0.042,"Yes"
"R2024_100649",100649,2024-12-31,3,3,86,0.019,"No"
"R2024_103249",103249,2024-12-31,3,2,80,0.011,"No"
"R2024_108703",108703,2024-12-31,3,4,88,0.014,"No"
"R2024_106553",106553,2024-12-31,2,3,80,0.006,"No"
"R2024_100473",100473,2024-12-31,4,2,89,0.045,"No"
"R2024_105580",105580,2024-12-31,3,4,71,0.018,"No"
"R2024_108322",108322,2024-12-31,5,3,100,0.064,"Yes"
"R2024_103030",103030,2024-12-31,3,4,86,0.018,"No"
"R2024_107912",107912,2024-12-31,2,3,90,0.007,"No"
"R2024_107827",107827,2024-12-31,5,4,85,0.055,"No"
"R2024_107443",107443,2024-12-31,5,2,91,0.071,"No"
"R2024_106719",106719,2024-12-31,3,4,68,0.019,"No"
"R2024_106048",106048,2024-12-31,3,4,94,0.029,"No"
"R2024_100557",100557,2024-12-31,1,3,91,0,"No"
"R2024_100125",100125,2024-12-31,3,2,87,0.016,"No"
"R2024_102427",102427,2024-12-31,3,3,53,0.022,"No"
"R2024_106937",106937,2024-12-31,3,3,95,0.01,"No"
"R2024_100690",100690,2024-12-31,2,4,100,0,"No"
"R2024_109256",109256,2024-12-31,3,2,93,0.027,"No"
"R2024_102243",102243,2024-12-31,3,4,76,0.02,"No"
"R2024_100242",100242,2024-12-31,4,3,74,0.042,"No"
"R2024_102629",102629,2024-12-31,4,3,84,0.046,"No"
"R2024_107085",107085,2024-12-31,3,4,93,0.013,"No"
"R2024_109399",109399,2024-12-31,3,3,100,0.029,"No"
"R2024_106377",106377,2024-12-31,2,3,86,0.008,"No"
"R2024_101460",101460,2024-12-31,4,4,89,0.041,"Yes"
"R2024_108245",108245,2024-12-31,4,3,75,0.04,"No"
"R2024_103671",103671,2024-12-31,4,3,100,0.037,"No"
"R2024_109369",109369,2024-12-31,5,3,94,0.079,"No"
"R2024_103914",103914,2024-12-31,3,4,88,0.018,"No"
"R2024_102765",102765,2024-12-31,2,4,77,0.009,"No"
"R2024_103178",103178,2024-12-31,4,4,99,0.047,"Yes"
"R2024_106488",106488,2024-12-31,3,3,92,0.017,"No"
"R2024_105672",105672,2024-12-31,3,4,67,0.022,"No"
"R2024_100046",100046,2024-12-31,4,3,100,0.041,"No"
"R2024_100900",100900,2024-12-31,3,3,97,0.023,"No"
"R2024_103255",103255,2024-12-31,5,4,88,0.063,"No"
"R2024_104695",104695,2024-12-31,2,2,79,0.004,"No"
"R2024_106942",106942,2024-12-31,1,5,45,0,"No"
"R2024_106826",106826,2024-12-31,3,2,88,0.02,"No"
"R2024_102426",102426,2024-12-31,4,3,88,0.031,"No"
"R2024_104310",104310,2024-12-31,3,2,83,0.019,"No"
"R2024_100133",100133,2024-12-31,4,3,75,0.03,"No"
"R2024_100696",100696,2024-12-31,3,3,85,0.026,"No"
"R2024_107129",107129,2024-12-31,3,4,83,0.011,"No"
"R2024_101436",101436,2024-12-31,5,2,81,0.08,"No"
"R2024_100167",100167,2024-12-31,3,4,83,0.025,"No"
"R2024_109445",109445,2024-12-31,4,4,94,0.046,"Yes"
"R2024_106318",106318,2024-12-31,3,4,100,0.012,"No"
"R2024_103490",103490,2024-12-31,4,4,79,0.042,"No"
"R2024_107930",107930,2024-12-31,4,2,66,0.033,"No"
"R2024_102249",102249,2024-12-31,3,3,91,0.027,"No"
"R2024_108626",108626,2024-12-31,3,2,66,0.029,"No"
"R2024_108777",108777,2024-12-31,3,3,68,0.024,"No"
"R2024_109861",109861,2024-12-31,4,4,55,0.039,"Yes"
"R2024_107190",107190,2024-12-31,3,3,63,0.022,"No"
"R2024_102242",102242,2024-12-31,3,4,56,0.015,"No"
"R2024_108315",108315,2024-12-31,3,3,59,0.017,"No"
"R2024_105088",105088,2024-12-31,5,4,96,0.072,"No"
"R2024_100743",100743,2024-12-31,4,3,53,0.034,"No"
"R2024_103068",103068,2024-12-31,4,4,79,0.039,"No"
"R2024_109918",109918,2024-12-31,3,3,100,0.023,"No"
"R2024_100744",100744,2024-12-31,2,3,63,0.01,"No"
"R2024_106307",106307,2024-12-31,3,4,92,0.021,"No"
"R2024_100980",100980,2024-12-31,2,3,96,0.003,"No"
"R2024_102374",102374,2024-12-31,4,4,67,0.039,"No"
"R2024_102549",102549,2024-12-31,3,3,66,0.011,"No"
"R2024_106061",106061,2024-12-31,3,2,96,0.022,"No"
"R2024_103668",103668,2024-12-31,2,3,74,0.007,"No"
"R2024_105257",105257,2024-12-31,4,2,64,0.039,"Yes"
"R2024_107124",107124,2024-12-31,3,4,71,0.021,"No"
"R2024_108360",108360,2024-12-31,4,4,86,0.032,"No"
"R2024_109700",109700,2024-12-31,3,3,57,0.018,"No"
"R2024_108447",108447,2024-12-31,2,2,100,0.007,"No"
"R2024_105463",105463,2024-12-31,3,3,71,0.024,"No"
"R2024_109975",109975,2024-12-31,3,4,69,0.03,"No"
"R2024_102922",102922,2024-12-31,2,4,59,0.005,"No"
"R2024_102633",102633,2024-12-31,3,3,77,0.018,"No"
"R2024_103441",103441,2024-12-31,3,2,62,0.02,"No"
"R2024_107960",107960,2024-12-31,2,4,90,0.005,"No"
"R2024_109985",109985,2024-12-31,3,3,76,0.021,"No"
"R2024_106593",106593,2024-12-31,3,4,62,0.015,"No"
"R2024_109671",109671,2024-12-31,4,3,78,0.038,"No"
"R2024_100081",100081,2024-12-31,5,4,100,0.075,"No"
"R2024_102942",102942,2024-12-31,4,4,94,0.04,"No"
"R2024_104902",104902,2024-12-31,3,3,96,0.014,"No"
"R2024_100456",100456,2024-12-31,4,3,60,0.045,"No"
"R2024_109134",109134,2024-12-31,3,3,74,0.025,"No"
"R2024_107301",107301,2024-12-31,2,4,70,0.002,"No"
"R2024_104031",104031,2024-12-31,4,3,94,0.034,"No"
"R2024_102963",102963,2024-12-31,3,3,79,0.016,"No"
"R2024_108051",108051,2024-12-31,3,2,76,0.024,"No"
"R2024_105869",105869,2024-12-31,4,4,54,0.049,"Yes"
"R2024_105039",105039,2024-12-31,4,4,69,0.048,"No"
"R2024_106087",106087,2024-12-31,4,4,100,0.035,"No"
"R2024_100906",100906,2024-12-31,5,2,89,0.063,"No"
"R2024_106618",106618,2024-12-31,3,3,61,0.01,"No"
"R2024_109299",109299,2024-12-31,3,4,87,0.011,"No"
"R2024_104128",104128,2024-12-31,3,2,64,0.018,"No"
"R2024_108587",108587,2024-12-31,3,4,100,0.025,"No"
"R2024_102940",102940,2024-12-31,4,5,70,0.041,"Yes"
"R2024_104616",104616,2024-12-31,3,4,100,0.017,"No"
"R2024_101359",101359,2024-12-31,4,3,98,0.032,"No"
"R2024_104093",104093,2024-12-31,2,3,100,0.008,"No"
"R2024_102532",102532,2024-12-31,4,3,77,0.037,"No"
"R2024_108467",108467,2024-12-31,3,3,75,0.025,"No"
"R2024_107531",107531,2024-12-31,3,3,65,0.03,"No"
"R2024_108842",108842,2024-12-31,4,3,81,0.033,"Yes"
"R2024_104564",104564,2024-12-31,3,3,98,0.015,"No"
"R2024_106351",106351,2024-12-31,2,2,75,0.006,"No"
"R2024_101393",101393,2024-12-31,2,3,90,0,"No"
"R2024_109164",109164,2024-12-31,3,2,100,0.016,"No"
"R2024_105950",105950,2024-12-31,4,3,74,0.043,"Yes"
"R2024_102130",102130,2024-12-31,3,4,96,0.017,"No"
"R2024_104368",104368,2024-12-31,3,3,79,0.022,"No"
"R2024_106056",106056,2024-12-31,4,3,93,0.04,"No"
"R2024_102248",102248,2024-12-31,2,4,94,0.008,"No"
"R2024_102972",102972,2024-12-31,4,4,97,0.04,"No"
"R2024_102271",102271,2024-12-31,4,3,51,0.049,"No"
"R2024_102604",102604,2024-12-31,3,1,88,0.025,"No"
"R2024_109526",109526,2024-12-31,4,4,100,0.035,"No"
"R2024_109822",109822,2024-12-31,3,4,84,0.019,"No"
"R2024_103323",103323,2024-12-31,3,4,90,0.026,"No"
"R2024_100394",100394,2024-12-31,3,3,61,0.018,"No"
"R2024_101835",101835,2024-12-31,4,3,70,0.047,"No"
"R2024_104727",104727,2024-12-31,3,3,70,0.026,"No"
"R2024_107006",107006,2024-12-31,5,1,100,0.067,"Yes"
"R2024_101468",101468,2024-12-31,4,4,94,0.041,"Yes"
"R2024_108479",108479,2024-12-31,4,4,82,0.037,"No"
"R2024_102890",102890,2024-12-31,2,2,87,0.004,"No"
"R2024_109185",109185,2024-12-31,4,2,72,0.033,"No"
"R2024_108762",108762,2024-12-31,5,3,93,0.069,"No"
"R2024_107694",107694,2024-12-31,4,5,84,0.033,"No"
"R2024_108850",108850,2024-12-31,3,2,91,0.02,"No"
"R2024_107593",107593,2024-12-31,5,4,83,0.078,"No"
"R2024_107289",107289,2024-12-31,5,4,62,0.057,"No"
"R2024_102065",102065,2024-12-31,3,2,48,0.026,"No"
"R2024_106100",106100,2024-12-31,4,4,84,0.03,"No"
"R2024_100308",100308,2024-12-31,3,2,83,0.016,"No"
"R2024_103711",103711,2024-12-31,3,4,85,0.029,"No"
"R2024_109576",109576,2024-12-31,3,1,100,0.016,"No"
"R2024_103010",103010,2024-12-31,5,4,100,0.058,"No"
"R2024_108592",108592,2024-12-31,5,3,100,0.073,"No"
"R2024_104863",104863,2024-12-31,4,3,90,0.039,"Yes"
"R2024_101808",101808,2024-12-31,3,3,87,0.024,"No"
"R2024_104922",104922,2024-12-31,3,4,97,0.015,"No"
"R2024_106534",106534,2024-12-31,4,3,97,0.031,"No"
"R2024_100795",100795,2024-12-31,3,3,81,0.023,"No"
"R2024_107051",107051,2024-12-31,4,4,64,0.039,"No"
"R2024_109385",109385,2024-12-31,2,4,86,0.01,"No"
"R2024_102976",102976,2024-12-31,2,2,69,0.003,"No"
"R2024_107804",107804,2024-12-31,3,4,99,0.016,"No"
"R2024_104642",104642,2024-12-31,3,4,80,0.011,"No"
"R2024_108080",108080,2024-12-31,2,4,75,0.004,"No"
"R2024_100395",100395,2024-12-31,3,3,65,0.012,"No"
"R2024_101265",101265,2024-12-31,4,2,100,0.041,"No"
"R2024_100948",100948,2024-12-31,4,4,47,0.049,"No"
"R2024_106516",106516,2024-12-31,3,3,93,0.022,"No"
"R2024_104415",104415,2024-12-31,3,3,100,0.02,"No"
"R2024_103119",103119,2024-12-31,4,4,89,0.032,"Yes"
"R2024_100311",100311,2024-12-31,4,3,83,0.047,"No"
"R2024_108599",108599,2024-12-31,4,3,73,0.036,"Yes"
"R2024_102715",102715,2024-12-31,4,5,82,0.037,"No"
"R2024_109497",109497,2024-12-31,4,2,66,0.045,"No"
"R2024_106458",106458,2024-12-31,4,5,100,0.045,"No"
"R2024_102851",102851,2024-12-31,4,4,94,0.049,"No"
"R2024_104980",104980,2024-12-31,3,3,70,0.024,"No"
"R2024_103986",103986,2024-12-31,2,1,77,0.003,"No"
"R2024_103965",103965,2024-12-31,5,3,69,0.065,"Yes"
"R2024_107651",107651,2024-12-31,3,3,99,0.011,"No"
"R2024_109588",109588,2024-12-31,4,4,63,0.045,"No"
"R2024_105549",105549,2024-12-31,4,2,79,0.033,"No"
"R2024_106916",106916,2024-12-31,4,4,96,0.048,"Yes"
"R2024_101163",101163,2024-12-31,4,3,73,0.032,"No"
"R2024_104101",104101,2024-12-31,5,4,100,0.064,"No"
"R2024_100058",100058,2024-12-31,3,2,94,0.015,"No"
"R2024_106749",106749,2024-12-31,2,4,100,0.001,"No"
"R2024_103094",103094,2024-12-31,3,3,97,0.025,"No"
"R2024_103796",103796,2024-12-31,3,3,43,0.015,"No"
"R2024_103568",103568,2024-12-31,4,4,95,0.037,"Yes"
"R2024_100247",100247,2024-12-31,3,3,63,0.026,"No"
"R2024_104056",104056,2024-12-31,3,5,98,0.018,"No"
"R2024_101357",101357,2024-12-31,4,4,54,0.044,"Yes"
"R2024_100192",100192,2024-12-31,3,3,60,0.011,"No"
"R2024_109047",109047,2024-12-31,3,3,82,0.028,"No"
"R2024_102519",102519,2024-12-31,4,3,81,0.05,"Yes"
"R2024_108790",108790,2024-12-31,3,4,57,0.018,"No"
"R2024_101822",101822,2024-12-31,2,2,82,0.007,"No"
"R2024_105904",105904,2024-12-31,4,4,73,0.043,"No"
"R2024_102969",102969,2024-12-31,4,3,95,0.044,"No"
"R2024_103026",103026,2024-12-31,3,3,64,0.025,"No"
"R2024_104556",104556,2024-12-31,4,3,75,0.031,"Yes"
"R2024_106825",106825,2024-12-31,4,2,63,0.035,"No"
"R2024_107633",107633,2024-12-31,4,3,85,0.043,"Yes"
"R2024_102565",102565,2024-12-31,4,3,68,0.033,"No"
"R2024_102838",102838,2024-12-31,4,3,90,0.034,"No"
"R2024_105210",105210,2024-12-31,4,3,90,0.032,"No"
"R2024_107656",107656,2024-12-31,3,3,67,0.019,"No"
"R2024_101979",101979,2024-12-31,4,4,79,0.038,"No"
"R2024_100490",100490,2024-12-31,4,3,73,0.046,"No"
"R2024_108871",108871,2024-12-31,4,3,98,0.042,"Yes"
"R2024_108543",108543,2024-12-31,2,4,100,0.009,"No"
"R2024_100425",100425,2024-12-31,2,3,89,0.001,"No"
"R2024_105502",105502,2024-12-31,3,4,90,0.018,"No"
"R2024_105161",105161,2024-12-31,3,2,100,0.021,"No"
"R2024_106002",106002,2024-12-31,4,3,86,0.037,"No"
"R2024_106929",106929,2024-12-31,4,2,61,0.049,"No"
"R2024_103858",103858,2024-12-31,4,4,78,0.035,"No"
"R2024_105550",105550,2024-12-31,3,3,95,0.012,"No"
"R2024_104931",104931,2024-12-31,3,3,80,0.015,"No"
"R2024_106258",106258,2024-12-31,3,3,100,0.028,"No"
"R2024_107096",107096,2024-12-31,4,4,98,0.04,"Yes"
"R2024_108177",108177,2024-12-31,3,3,91,0.023,"No"
"R2024_108381",108381,2024-12-31,4,3,100,0.041,"No"
"R2024_109857",109857,2024-12-31,5,4,79,0.076,"No"
"R2024_101064",101064,2024-12-31,3,5,80,0.019,"No"
"R2024_104856",104856,2024-12-31,4,3,100,0.043,"No"
"R2024_105178",105178,2024-12-31,4,3,94,0.042,"No"
"R2024_103533",103533,2024-12-31,3,2,93,0.02,"No"
"R2024_103361",103361,2024-12-31,4,4,82,0.045,"No"
"R2024_106773",106773,2024-12-31,3,4,77,0.03,"No"
"R2024_105675",105675,2024-12-31,3,2,76,0.011,"No"
"R2024_105819",105819,2024-12-31,4,3,100,0.04,"No"
"R2024_107746",107746,2024-12-31,4,3,76,0.038,"No"
"R2024_100852",100852,2024-12-31,4,3,100,0.048,"No"
"R2024_100575",100575,2024-12-31,3,4,71,0.017,"No"
"R2024_107844",107844,2024-12-31,3,4,99,0.025,"No"
"R2024_101604",101604,2024-12-31,3,3,76,0.028,"No"
"R2024_106006",106006,2024-12-31,3,3,86,0.024,"No"
"R2024_104195",104195,2024-12-31,4,3,98,0.036,"No"
"R2024_106836",106836,2024-12-31,3,3,92,0.017,"No"
"R2024_109606",109606,2024-12-31,5,4,100,0.076,"No"
"R2024_109015",109015,2024-12-31,3,2,100,0.017,"No"
"R2024_103218",103218,2024-12-31,4,2,84,0.031,"No"
"R2024_109449",109449,2024-12-31,4,3,70,0.044,"Yes"
"R2024_104118",104118,2024-12-31,2,3,89,0.007,"No"
"R2024_102230",102230,2024-12-31,3,4,100,0.014,"No"
"R2024_106689",106689,2024-12-31,4,4,63,0.049,"No"
"R2024_100480",100480,2024-12-31,4,2,72,0.032,"No"
"R2024_100194",100194,2024-12-31,3,2,63,0.018,"No"
"R2024_107499",107499,2024-12-31,3,4,76,0.014,"No"
"R2024_105423",105423,2024-12-31,3,3,70,0.02,"No"
"R2024_109044",109044,2024-12-31,4,3,78,0.033,"No"
"R2024_107075",107075,2024-12-31,3,3,100,0.012,"No"
"R2024_102705",102705,2024-12-31,4,4,65,0.03,"No"
"R2024_108692",108692,2024-12-31,5,4,89,0.067,"No"
"R2024_108280",108280,2024-12-31,3,2,91,0.027,"No"
"R2024_109731",109731,2024-12-31,3,3,100,0.023,"No"
"R2024_100579",100579,2024-12-31,3,4,100,0.013,"No"
"R2024_104919",104919,2024-12-31,4,4,95,0.039,"Yes"
"R2024_101325",101325,2024-12-31,3,4,100,0.018,"No"
"R2024_104304",104304,2024-12-31,4,5,96,0.03,"No"
"R2024_107106",107106,2024-12-31,4,3,67,0.041,"No"
"R2024_109019",109019,2024-12-31,3,4,89,0.015,"No"
"R2024_109215",109215,2024-12-31,4,3,80,0.042,"Yes"
"R2024_109336",109336,2024-12-31,4,5,76,0.038,"No"
"R2024_108000",108000,2024-12-31,3,1,91,0.024,"No"
"R2024_109029",109029,2024-12-31,4,3,96,0.031,"No"
"R2024_102944",102944,2024-12-31,3,4,67,0.027,"No"
"R2024_101473",101473,2024-12-31,3,4,96,0.027,"No"
"R2024_100087",100087,2024-12-31,3,3,78,0.015,"No"
"R2024_109508",109508,2024-12-31,4,3,88,0.043,"No"
"R2024_107486",107486,2024-12-31,3,2,100,0.01,"No"
"R2024_103989",103989,2024-12-31,3,2,86,0.02,"No"
"R2024_109098",109098,2024-12-31,4,5,100,0.045,"No"
"R2024_105710",105710,2024-12-31,3,3,75,0.026,"No"
"R2024_107498",107498,2024-12-31,4,4,60,0.049,"Yes"
"R2024_109171",109171,2024-12-31,3,2,88,0.02,"No"
"R2024_103902",103902,2024-12-31,4,3,100,0.049,"No"
"R2024_107825",107825,2024-12-31,2,3,66,0.008,"No"
"R2024_102805",102805,2024-12-31,4,2,100,0.045,"No"
"R2024_105897",105897,2024-12-31,4,3,100,0.039,"No"
"R2024_108480",108480,2024-12-31,3,4,85,0.027,"No"
"R2024_102076",102076,2024-12-31,2,3,88,0.001,"No"
"R2024_107166",107166,2024-12-31,3,3,81,0.02,"No"
"R2024_108157",108157,2024-12-31,4,3,92,0.045,"No"
"R2024_104872",104872,2024-12-31,2,3,88,0.008,"No"
"R2024_101550",101550,2024-12-31,3,3,91,0.025,"No"
"R2024_107128",107128,2024-12-31,3,2,97,0.023,"No"
"R2024_103751",103751,2024-12-31,5,4,63,0.061,"Yes"
"R2024_106668",106668,2024-12-31,2,4,97,0.007,"No"
"R2024_108037",108037,2024-12-31,3,2,100,0.028,"No"
"R2024_101929",101929,2024-12-31,5,3,63,0.075,"No"
"R2024_104818",104818,2024-12-31,5,3,76,0.077,"No"
"R2024_107885",107885,2024-12-31,3,3,73,0.016,"No"
"R2024_101565",101565,2024-12-31,3,2,54,0.029,"No"
"R2024_102320",102320,2024-12-31,5,4,85,0.069,"No"
"R2024_103080",103080,2024-12-31,3,3,100,0.024,"No"
"R2024_100377",100377,2024-12-31,3,1,68,0.024,"No"
"R2024_104450",104450,2024-12-31,3,2,100,0.017,"No"
"R2024_107305",107305,2024-12-31,3,2,51,0.021,"No"
"R2024_109639",109639,2024-12-31,3,3,91,0.021,"No"
